RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
18,Robin Lopez,CHI,29,81,40,41,28,107.2,105.9,1.4,5.4,0.88,8.1,10.2,12,11.1,9.2,49.3,51.1,17.2,96.04,8.3,4549
18,Rudy Gobert,UTA,25,81,51,30,33.9,110.3,102,8.3,5.7,0.66,9,12.4,25.9,19.4,13.6,66.1,68.1,16.6,91.77,16.1,5246
18,Russell Westbrook,OKC,28,81,46,35,34.6,110.6,106.1,4.5,54.3,1.92,23.5,4.6,25.1,14.7,12.3,47.6,55.4,40.2,100.39,23,5854
18,T.J. McConnell,PHI,25,81,27,54,26.3,100.9,107.1,-6.2,37.4,3.36,42.9,1.8,9.7,5.7,12.8,47.2,50.4,14.2,101.81,10.7,4507
38,Aaron Gordon,ORL,21,80,29,51,28.7,107.2,110.4,-3.1,9.7,1.69,12.5,4.8,12.4,8.6,7.4,49.9,53,19.7,97.91,8.8,4680
38,Amir Johnson,BOS,30,80,51,29,20.1,112.3,104.6,7.7,12.5,1.82,22.2,7.4,15,11.3,12.2,61.2,62.8,13.6,97.02,9.1,3231
38,CJ McCollum,POR,25,80,40,40,34.9,109.6,108.9,0.7,17.5,1.66,14.1,2.1,8,5.1,8.5,54.4,58.5,26.8,98.58,12.5,5750
38,Cory Joseph,TOR,25,80,49,31,25,108.8,107.8,1.1,20,2.45,24.4,2.5,9.2,5.8,9.9,48.9,51.8,17.9,96.95,8.9,4045
38,Giannis Antetokounmpo,MIL,22,80,42,38,35.6,108.6,107.5,1.1,26.9,1.85,19.7,5.2,19.9,12.7,10.6,54.1,59.9,28,95.24,17.6,5638
38,Jerami Grant,OKC,23,80,43,37,19.1,104,108.4,-4.4,4.4,1.05,9.4,2.3,10.6,6.4,9,52.9,55.6,12.2,99.68,5.8,3158
38,Jonas Valanciunas,TOR,25,80,50,30,25.8,111.1,109.1,2,4.3,0.54,5.9,11.2,26.4,18.8,11,55.8,60.1,19.3,95.15,13.6,4106
38,Luc Mbah a Moute,LAC,30,80,49,31,22.3,112.2,103.6,8.6,2.9,0.85,7.8,2.6,6.7,4.8,9.2,56.2,58.1,11.4,97.67,5.6,3612
38,Nik Stauskas,PHI,23,80,27,53,27.3,103.1,107.4,-4.2,12.9,1.47,18.5,0.9,9.1,5,12.6,50,54,16.1,99.79,6.7,4550
38,Otto Porter Jr.,WAS,24,80,48,32,32.6,111.6,108.4,3.2,6.6,2.75,11.9,4.5,15.4,9.9,4.3,60.8,62.8,14.7,99.37,10.9,5401
38,Patty Mills,SAS,28,80,60,20,21.9,111.3,100.1,11.2,23.6,2.77,27.1,1.4,6.5,4,9.8,55.8,57.8,18.4,99.08,10,3623
38,Raymond Felton,LAC,33,80,50,30,21.2,104.1,108.2,-4.1,17.2,2.3,23.4,1.9,10.6,6.3,10.2,47.5,49.6,16.3,98.42,7.8,3476
38,Solomon Hill,NOP,26,80,34,46,29.7,105,104,1,8,1.72,18.6,2.1,10.1,6.2,10.8,48.1,52.7,11.4,99.97,5.3,4923
38,Steven Adams,OKC,23,80,47,33,29.9,109.2,104.9,4.2,5.4,0.59,8.6,11,13.6,12.2,14.6,57.1,58.9,15.9,99.46,9.7,4944
38,Tony Snell,MIL,25,80,42,38,29.2,108,109.8,-1.8,5.8,1.75,13.4,1,9.8,5.5,7.7,58.8,60.3,12.1,95.73,6.5,4643
38,Trevor Ariza,HOU,32,80,53,27,34.7,114.9,108.6,6.2,8.8,2.4,15.9,1.9,14.3,8.1,6.6,52.8,54.8,14,101.16,8.5,5844
54,Allen Crabbe,POR,25,79,39,40,28.5,106.8,109.7,-2.9,6.3,1.52,11,0.8,9.1,5,7.3,57.2,60.2,14.6,99.24,7.4,4669
54,Andre Roberson,OKC,25,79,46,33,30.1,108.1,104.7,3.4,4.5,1.55,12.3,3.9,12.4,8.1,7.9,51.3,51,9.9,99.47,5.9,4912
54,Brandon Ingram,LAL,19,79,26,53,28.9,105.7,112.9,-7.2,10.5,1.43,15.7,2.5,11.4,6.8,10.9,44.2,47.4,16.6,99.79,5.5,4720
54,David Lee,SAS,34,79,58,21,18.7,109.8,99.5,10.3,12.6,1.51,18.4,10.6,18.9,14.9,12.2,59,61.3,16.1,98.36,12.6,3028
54,Dennis Schroder,ATL,23,79,42,37,31.5,105.3,106.8,-1.5,34,1.93,24,1.7,7.9,4.8,12.4,49.3,53.3,27.2,98.74,11.7,5113
54,Harrison Barnes,DAL,25,79,32,47,35.5,104,106.2,-2.2,7.6,1.14,7.2,3.4,11.7,7.5,6.3,49.8,54.1,25.2,93.53,11.2,5455
54,Kelly Oubre Jr.,WAS,21,79,47,32,20.3,105.3,106,-0.6,4.2,0.94,8.1,3.8,12.2,8.1,8.6,48.2,51.6,14.3,99.66,5.5,3323
54,Kemba Walker,CHA,27,79,36,43,34.7,110.9,107.4,3.5,28.2,2.58,19.7,1.6,9.5,5.5,7.6,52.7,56.9,28.6,96.44,13.7,5502
54,Kyle O'Quinn,NYK,27,79,29,50,15.6,103.7,109.1,-5.4,14.9,1.54,18.3,12,21.9,16.9,11.9,52.3,55.2,18.2,96.96,13.2,2470
54,Marcus Morris Sr.,DET,27,79,36,43,32.5,104.3,106.3,-2,9.5,1.84,12,2.7,11.6,6.9,6.5,47.7,50.8,20.1,96,8,5128
54,Marcus Smart,BOS,23,79,51,28,30.4,108.3,105.3,3,22.6,2.29,26.4,3.2,9.2,6.2,11.5,42.2,48.6,18.3,99.45,8.2,4962
54,Richard Jefferson,CLE,37,79,50,29,20.4,110.5,106.5,4,6.8,1.5,15,1.8,10.3,6.2,10,53.6,57.4,12.1,98.18,5.3,3300
54,Serge Ibaka,TOR,27,79,37,42,30.7,106,108.9,-2.9,5,0.71,6.2,5.3,16.9,11.1,8.6,54.3,56.6,20.8,96.47,10.6,4868
54,Stephen Curry,GSW,29,79,65,14,33.4,120.1,102.7,17.4,28.7,2.19,22.4,2.4,10.1,6.5,10.2,58,62.4,28.6,103.28,15.1,5690
54,Tim Hardaway Jr.,ATL,25,79,42,37,27.3,106.9,103.9,3,13.7,1.72,14.1,1.6,8.3,5,8.2,53.7,56.8,21.8,99.87,10.4,4491
69,D.J. Augustin,ORL,29,78,29,49,19.7,95.5,110.1,-14.6,23.7,2.32,23.7,0.9,6.7,3.7,10.2,46.9,52.4,19.4,96.65,8,3101
69,Devin Booker,PHX,20,78,24,54,35,107.7,111.6,-3.9,16,1.11,12.6,1.6,7.3,4.4,11.3,47.5,53.1,28,101.87,8.9,5795
69,JJ Redick,LAC,33,78,50,28,28.2,115.8,106.2,9.6,7.4,1.12,9.4,0.5,7,3.9,8.4,55.8,59.9,21.1,97.71,8.9,4495
69,Jaylen Brown,BOS,20,78,50,28,17.2,101.8,106.2,-4.4,7.7,0.94,10.6,3.3,12.7,8.1,11.3,50.9,54,17.6,99.09,7.1,2768
69,Joe Johnson,UTA,36,78,47,31,23.6,107.6,104.3,3.3,12.5,2.09,16.6,1.9,11.5,6.9,7.9,52.1,54.2,18.1,93.57,9.5,3592
69,John Wall,WAS,26,78,48,30,36.4,113,108.8,4.2,45,2.58,29.5,2.1,9.4,5.8,11.4,48.2,54.1,29.9,99.63,15.3,5887
69,Jonas Jerebko,BOS,30,78,51,27,15.8,109.1,107.4,1.7,8.1,1.82,18.3,4.8,16.4,10.8,10,52.1,53.7,11.3,98.04,6.9,2513
69,Jonathon Simmons,SAS,27,78,60,18,17.9,105,96.6,8.4,13.7,1.66,18.3,1.5,9.7,5.7,11.1,45.6,50.4,17.6,97.81,6.7,2824
69,Klay Thompson,GSW,27,78,66,12,34,116.5,102.4,14.1,9,1.25,9.1,2,8.1,5.3,7.3,56.5,59.2,25.8,101.02,10.9,5582
69,Kris Dunn,MIN,23,78,30,48,17.1,105.5,108.9,-3.4,20,2.11,30.5,1.8,11.2,6.4,14.4,41.1,43.2,13.9,96.7,5.1,2666
69,Rodney McGruder,MIA,25,78,40,38,25.2,107.1,106.8,0.3,8.8,2.21,18.5,4.7,8.3,6.5,8.3,49.2,50.6,12.3,95.59,5.6,3912
69,Rondae Hollis-Jefferson,BKN,22,78,19,59,22.6,102.2,107.7,-5.5,13.5,1.33,16.6,5.3,18.6,12.1,12.5,44.7,51.7,18.5,104.29,9.8,3801
69,Shabazz Muhammad,MIN,24,78,29,49,19.4,106.3,107.9,-1.6,3.8,0.63,4.5,5.5,9.4,7.4,7.3,52.3,56.6,20.9,96.95,9.4,3048
69,Taj Gibson,OKC,32,78,41,37,25.5,106.4,105.9,0.5,5.7,0.7,7.6,7.5,16.3,11.8,11,51.7,54.3,18.8,97.06,9.7,4012
69,Terrence Ross,ORL,26,78,39,39,25.1,111.8,108.9,2.9,6.6,1.29,9.5,0.9,9.6,5.2,7.3,53.2,55,18.5,98.95,7.8,4034
69,Tristan Thompson,CLE,26,78,50,28,30,112.3,109,3.3,4.6,1.2,11.4,12,17.7,14.8,9.5,60,59.4,11.2,96.92,8.9,4708
85,Alex Len,PHX,24,77,21,56,20.3,100.8,111.9,-11.1,4.3,0.43,6.3,9.1,22.2,15.4,14.5,50,55.3,17.4,102.09,9.5,3304
85,Bradley Beal,WAS,24,77,48,29,34.9,113.5,107.9,5.6,15.4,1.71,14.2,2,7,4.5,8.3,56.6,60.4,25.8,98.84,11.9,5538
85,Courtney Lee,NYK,31,77,29,48,31.9,107.4,112.1,-4.7,10.4,2.59,18,2.1,8.2,5.1,6.9,53.3,55.9,14.4,96.57,7.7,4948
85,Dwight Powell,DAL,25,77,30,47,17.3,103.7,109,-5.4,6.2,1.44,9.4,6.9,17.9,12,6.5,54.2,58.8,16.2,94.69,10.7,2618
85,Hassan Whiteside,MIA,28,77,39,38,32.6,108.7,106.6,2,3.7,0.37,4.3,11.5,31.3,21.4,11.6,55.7,57.9,22.3,95.57,16.3,5002
85,Ian Clark,GSW,26,77,63,14,14.8,105.1,103.6,1.5,12.2,1.64,14.9,2,7.8,5.1,9.1,55.8,57.5,19.2,100.83,9.2,2388
85,JaMychal Green,MEM,27,77,40,37,27.3,105.6,105.2,0.3,6.4,0.89,11.2,8.1,18.6,13.3,12.5,55.5,60.1,14.4,93.62,9.3,4078
85,JaVale McGee,GSW,29,77,62,15,9.6,122.6,102.5,20.1,3.2,0.43,4,13.8,16.7,15.4,9.5,65.2,64.2,22.1,104.69,12.5,1607
85,Maurice Harkless,POR,24,77,38,39,28.9,112.8,110.6,2.2,5.6,1.02,10.3,5.7,9.3,7.5,10.1,55.8,57,14.9,97.95,6.9,4514
85,Nicolas Batum,CHA,28,77,35,42,34,109.1,108.2,1,27.3,2.35,26.4,1.7,16.4,9,11.2,47.2,52.9,21.5,97.08,11.8,5301
85,Sam Dekker,HOU,23,77,52,25,18.4,110.1,106.4,3.7,7.9,1.85,13.2,6.4,12.6,9.5,7.1,54.3,54.9,14.8,101.63,8.7,2988
85,Stanley Johnson,DET,21,77,35,42,17.8,103.7,103.8,0,10.6,1.48,18.6,2.5,11.6,6.8,12.6,41.5,43.6,14.4,97.08,4.8,2774
97,Andre Iguodala,GSW,33,76,64,12,26.3,114.1,101.7,12.4,16.9,4.5,33.4,2.7,11.4,7.4,7.4,60.5,62.4,11.1,101.67,10.2,4232
97,CJ Miles,IND,30,76,39,37,23.4,107.7,106,1.7,4.1,1.2,6.2,1.7,11.4,6.5,5.2,56.5,59.2,17.9,97.35,8.6,3609
97,Dewayne Dedmon,SAS,27,76,55,21,17.5,106,98,8,4.9,0.72,10.9,10,26.6,18.6,15.2,62.2,64.5,11.8,95.64,12.4,2639
97,Draymond Green,GSW,27,76,62,14,32.5,116.2,100.9,15.3,27.2,2.9,36.3,4.1,18.3,11.7,12.5,48.1,52.2,15.9,102.08,11.7,5262
97,Iman Shumpert,CLE,27,76,48,28,25.5,110.7,109,1.7,8,1.4,15.2,2.1,8.8,5.6,10.8,50.7,53.6,14,97.4,5.5,3921
97,Isaiah Thomas,BOS,28,76,51,25,33.8,115.1,110.5,4.6,30.5,2.13,18.7,1.7,6.1,4,8.7,54.6,62.5,33.2,98.32,16.1,5278
97,James Johnson,MIA,30,76,40,36,27.4,105.8,102.8,3,21,1.61,21.1,3.1,14.5,8.8,13.1,53.5,56.4,21.5,98,12,4263
97,Jimmy Butler,CHI,27,76,40,36,37,108,104.7,3.3,24.3,2.62,19.7,4.4,11.8,8.1,7.5,49.2,58.6,26.1,96.48,16.4,5654
97,Kentavious Caldwell-Pope,DET,24,76,33,43,33.3,105.4,108.6,-3.3,11.1,2.24,15.1,2,7.9,4.8,6.7,48.1,51.9,18.7,96.43,7.8,5088
97,Markieff Morris,WAS,27,76,45,31,31.2,111.1,106.9,4.2,7.6,0.98,10.2,4.6,16.2,10.5,10.4,49.7,54,20.3,98.73,8.9,4871
97,Marvin Williams,CHA,31,76,32,44,30.2,107.1,107.9,-0.8,7.2,1.77,11.3,3.7,18,10.7,6.4,51,55.1,16,96.58,9.6,4619
97,Matthew Dellavedova,MIL,26,76,39,37,26.1,107,108.1,-1.1,25.9,2.68,33.6,1.2,6.3,3.8,12.5,46.3,50.1,15.8,96.59,6.6,3983
97,Norman Powell,TOR,24,76,47,29,18,109.3,106.5,2.8,9.4,1.17,11.2,2,10.7,6.3,9.6,50.4,55.2,20.8,97.31,8.7,2775
97,Shaun Livingston,GSW,31,76,63,13,17.7,107.9,102.5,5.4,14.6,2.24,25.7,2.2,8.4,5.5,11.5,54.9,56.8,13.2,97.21,7.3,2726
111,Anthony Davis,NOP,24,75,31,44,36.1,105.2,104.1,1.1,11,0.87,7.4,6.2,24.1,15.5,8.5,51.8,58,32.1,98.95,19.2,5577
111,Aron Baynes,DET,30,75,34,41,15.5,103,97.1,5.9,3.9,0.64,7.9,9.3,18.3,13.8,12.4,51.3,57,13.9,98.25,8.5,2378
111,Brook Lopez,BKN,29,75,20,55,29.6,104.7,108.5,-3.8,14.3,0.96,10.5,5.3,11.6,8.5,10.9,53.1,57.8,28.6,102.95,12.4,4778
111,Damian Lillard,POR,26,75,38,37,35.9,111.8,110.4,1.4,27.7,2.23,18.8,1.7,11.8,6.7,8.4,51.6,58.6,30.4,98.21,15.9,5511
111,Eric Gordon,HOU,28,75,50,25,31,112.3,106.1,6.2,12.5,1.55,13.5,1.2,6.8,4,8.7,52.7,55.7,21.7,101.67,8.2,4917
111,Frank Kaminsky,CHA,24,75,31,44,26.1,108.7,108.3,0.4,13.1,2.13,14.6,2.9,14.1,8.6,6.9,47.1,50.2,21.6,97.51,8.5,3982
111,Jameer Nelson,DEN,35,75,34,41,27.3,112.5,109.6,2.9,25.8,3.01,33.7,1.3,8,4.6,11.2,53.1,54.4,15.6,99.39,7.5,4237
111,Jon Leuer,DET,28,75,34,41,25.9,102.4,104.5,-2,8.8,1.68,12.8,4.9,15.6,10,7.6,51.8,55.1,16.9,96.63,10,3915
111,Justin Anderson,PHI,23,75,24,51,16.4,101.5,108.6,-7.1,8.9,1,10.5,5.4,15.1,10,10.5,49,53.7,20.2,97.35,9.1,2481
111,Kelly Olynyk,BOS,26,75,49,26,20.5,105.1,105.2,-0.1,15.9,1.54,18.4,4.6,18.1,11.3,11.9,57.9,60.3,18.5,98.69,11,3172
111,Malcolm Brogdon,MIL,24,75,38,37,26.4,110.1,107.5,2.6,23.9,2.81,28.4,2.5,8.6,5.6,10.1,51.8,55.5,18.2,95.51,9.8,3938
111,Nikola Vucevic,ORL,26,75,27,48,28.8,104.3,107.8,-3.5,15.7,1.78,14.6,7.7,27.2,17.3,8.2,48,49.8,24.1,99.13,14.2,4474
111,Paul George,IND,27,75,39,36,35.9,110.2,107.2,3.1,15.7,1.14,12.7,2.3,16.1,9.4,11.2,53.4,58.7,28.7,97,13.6,5435
111,Ricky Rubio,MIN,26,75,28,47,32.9,110.5,111.3,-0.7,38.5,3.5,41.5,2.8,10,6.4,11.9,44.8,53.9,17.1,95.82,11.4,4942
111,Willie Cauley-Stein,SAC,23,75,29,46,18.9,102.6,109.5,-6.9,9.3,1.16,11.5,6.2,18,12.1,9.9,53,55.8,19.5,96.54,10.6,2854
126,Austin Rivers,LAC,24,74,43,31,27.8,108,108.1,-0.1,15.5,1.77,18,1,6.8,3.9,10.2,51.8,54.5,19.8,98.12,6.8,4197
126,Carmelo Anthony,NYK,33,74,29,45,34.3,107.8,112.7,-4.8,14.1,1.39,11.2,2.3,14.3,8.2,8,48.8,53.5,28.6,97.04,11.8,5138
126,Channing Frye,CLE,34,74,44,30,18.9,110.5,109.3,1.2,5,0.85,6.9,2.7,17.2,10.3,8.1,58.9,61.2,19.3,97.81,10.1,2860
126,DeMar DeRozan,TOR,27,74,47,27,35.4,111.3,108.7,2.5,20.4,1.61,12.6,2.7,11.9,7.4,7.8,47.7,55.2,33.7,96.43,15.5,5270
126,Dwight Howard,ATL,31,74,37,37,29.7,103,105,-2,7.6,0.61,9.6,13.3,27.8,20.7,15.8,63.3,62.7,19,98.04,15.1,4479
126,Jason Smith,WAS,31,74,45,29,14.4,106.5,106.4,0.1,5.2,0.64,8.3,6.1,17.8,12.1,13,58.5,59.8,16.6,98.68,8.7,2189
126,Jason Terry,MIL,39,74,37,37,18.4,107.9,103.4,4.5,10,2.72,25.2,1.2,6.6,4,9.3,58.2,60,9.6,95.03,5.8,2695
126,Julius Randle,LAL,22,74,24,50,28.8,104.2,114,-9.8,19.5,1.53,19.8,6.6,23.1,14.5,13,49.9,54.3,21.2,100.05,11.3,4437
126,Kawhi Leonard,SAS,26,74,54,20,33.4,113.8,105.1,8.7,18.2,1.69,13.3,3.4,14.3,8.9,7.9,54.1,61,30.6,94.78,17.4,4891
126,Langston Galloway,SAC,25,74,29,45,20.2,103.2,105.5,-2.3,9.8,2.02,13.1,1.7,8.2,5,6.5,49,51,18,99.03,6.7,3088
126,LeBron James,CLE,32,74,51,23,37.8,116.7,108.5,8.3,38.8,2.13,25.7,3.6,18.9,11.4,12.1,59.4,61.9,29.2,97,18.3,5655
126,Marc Gasol,MEM,32,74,40,34,34.2,107.7,106.7,1,24.6,2.04,18.7,2.4,16.7,9.4,9.2,50.3,55.4,26.2,93.21,15.1,4921
126,Marco Belinelli,CHA,31,74,34,40,24,106.9,107.5,-0.6,13.1,2.1,16.4,0.8,9.3,5,7.8,51.2,56.6,18.7,98.06,8.8,3663
126,Matt Barnes,GSW,37,74,38,36,24,105.4,107.4,-2,16.2,1.82,23.9,4,17.6,10.9,13.1,48.3,51.4,15.5,97.25,8.1,3601
126,Meyers Leonard,POR,25,74,37,37,16.5,105.2,107,-1.9,8.5,2.03,14.1,2.2,17.1,9.6,7,48.4,50.7,15.4,99.62,6.1,2544
126,Monta Ellis,IND,31,74,39,35,27,106.5,108.5,-2,17.1,1.75,24,1,9.2,5.2,13.7,48.2,51.4,16.6,97.5,6.9,4062
126,Noah Vonleh,POR,21,74,38,36,17.1,103.1,105.9,-2.8,3.6,0.48,7.6,9.8,19.9,14.8,15.7,49.4,52.5,12.9,97.74,7.3,2569
126,Terry Rozier,BOS,23,74,47,27,17.1,102,102.7,-0.7,16.4,2.79,21.3,3,14,8.5,7.6,43.7,46.6,16.7,98.26,9.1,2588
126,Thaddeus Young,IND,29,74,40,34,30.2,107.7,105.8,1.9,8.2,1.28,13,6.2,13.8,10.1,10.1,56,56.2,16.3,98.2,9.7,4565
145,Boris Diaw,UTA,35,73,45,28,17.6,104.9,104.8,0,20.7,1.95,28.4,3.9,9,6.5,14.5,47.7,49.4,15.4,93.03,7.1,2495
145,E'Twaun Moore,NOP,28,73,32,41,24.9,104.4,107.4,-3,13.8,2.65,18.7,1.7,6.2,4,7.1,51.9,53.7,17.1,99.71,7.3,3781
145,Goran Dragic,MIA,31,73,40,33,33.7,108.4,107.3,1.1,28.3,2,22.2,2.5,8.7,5.6,11.1,52.7,57.5,26.2,96.78,13,4964
145,Gordon Hayward,UTA,27,73,46,27,34.5,110.6,103.8,6.8,17.9,1.8,14.7,2.1,13.6,8.1,8.1,53.6,59.5,26.9,92.39,15.8,4850
145,Isaiah Whitehead,BKN,22,73,17,56,22.5,104,107,-3.1,17.3,1.35,21.5,1.9,8.4,5.3,15.9,44.5,48.7,18,101.74,5.2,3479
145,Kent Bazemore,ATL,27,73,39,34,26.9,104.3,106,-1.7,14,1.42,16.1,2.2,8.9,5.6,11.4,47.3,50.4,20.2,99.31,7.4,4044
145,Malcolm Delaney,ATL,28,73,37,36,17.1,101.9,100.5,1.4,24.1,2.03,27,0.8,9,4.8,13.3,40.7,45.6,18.1,98.55,6.4,2559
145,Nikola Jokic,DEN,22,73,37,36,27.9,116.3,109.7,6.5,26.6,2.1,24.2,10.6,24.8,17.8,11.5,60.5,64,23.1,100.23,16.7,4264
145,Salah Mejri,DAL,31,73,29,44,12.4,101.5,102,-0.5,2.5,0.35,6.4,10.9,25.4,17.9,18.3,64.6,65,10.5,93.05,9.9,1750
145,Tyler Johnson,MIA,25,73,35,38,29.8,104.8,104.3,0.6,17,2.59,18.5,2.2,11.1,6.5,7.2,49,53.5,20.3,97.46,10.8,4426
145,Vince Carter,MEM,40,73,36,37,24.7,108.5,104.5,4,11.2,2.66,18.3,2,10.9,6.3,6.9,50.8,54.2,14.7,93.98,7.8,3531
145,Wesley Matthews,DAL,30,73,29,44,34.2,104,107.7,-3.7,13.8,2.06,17,0.7,10.5,5.4,8.3,49.6,53.3,19.3,93.41,8.1,4849
145,Zach Randolph,MEM,35,73,38,35,24.5,105.8,105.8,0,13.1,1.23,9.6,9.6,24.6,16.7,7.8,46,49,28,93.33,15.2,3509
158,Andrew Harrison,MEM,22,72,38,34,20.5,102.8,102.9,0,20.9,2.33,27,1.5,7.9,4.6,11.6,38.5,47.7,16.2,94.35,5.3,2885
