LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
W. Chandler - A. Afflalo - T. Lawson - T. Mozgov - K. Faried,DEN,29,416,109,108.7,0.3,56.3,1.45,16.8,34,74.6,54,0.2,51.2,54.6,96.12,48.6,W. Chandler , A. Afflalo , T. Lawson , T. Mozgov , K. Faried
P. Tucker - G. Dragic - E. Bledsoe - M. Morris - A. Len,PHX,35,392,103.4,96,7.4,49.7,1.35,15.9,25,71.1,49.7,0.2,52.4,54.9,98.11,55.4,P. Tucker , G. Dragic , E. Bledsoe , M. Morris , A. Len
A. Johnson - K. Lowry - D. DeRozan - J. Valanciunas - T. Ross,TOR,32,390,108.3,105.8,2.4,54.3,1.57,17,26.8,74.4,51.8,0.1,53.5,56.8,95.06,51,A. Johnson , K. Lowry , D. DeRozan , J. Valanciunas , T. Ross
D. West - C. Miles - R. Hibbert - G. Hill - S. Hill,IND,30,374,104.4,101.8,2.6,66.3,2.22,18.8,24,76.5,50.4,0.1,49,53.2,93.71,54.2,D. West , C. Miles , R. Hibbert , G. Hill , S. Hill
D. Howard - T. Ariza - J. Harden - P. Beverley - D. Motiejunas,HOU,25,361,109.8,98.6,11.2,66.3,1.37,18.6,30.3,69.9,50.4,0.2,54.7,58.1,96.82,54.1,D. Howard , T. Ariza , J. Harden , P. Beverley , D. Motiejunas
P. Gasol - M. Dunleavy - J. Noah - D. Rose - J. Butler,CHI,21,353,107.2,103.1,4.1,64.6,1.92,18.9,28.2,74.3,52.3,0.1,51.1,55.2,96.01,55,P. Gasol , M. Dunleavy , J. Noah , D. Rose , J. Butler
E. Gordon - O. Asik - T. Evans - Q. Pondexter - A. Davis,NOP,25,347,109.9,103.3,6.7,64.2,1.79,19.4,30.3,74.2,52.4,0.2,54.3,56.4,92.38,51.8,E. Gordon , O. Asik , T. Evans , Q. Pondexter , A. Davis
Z. Pachulia - E. Ilyasova - K. Middleton - M. Carter-Williams - G. Antetokounmpo,MIL,24,344,108.3,98.7,9.6,66.7,1.7,19.5,32.7,74.4,53.1,0.2,51.9,55.6,96.14,56.1,Z. Pachulia , E. Ilyasova , K. Middleton , M. Carter-Williams , G. Antetokounmpo
K. Bryant - C. Boozer - J. Hill - W. Johnson - J. Lin,LAL,20,338,103.1,117.6,-14.5,63.2,1.9,18.4,25.8,71.6,47.5,0.1,48.2,52.1,98.43,41.5,K. Bryant , C. Boozer , J. Hill , W. Johnson , J. Lin
D. Favors - G. Hayward - E. Kanter - A. Burks - T. Burke,UTA,24,328,114.1,113.9,0.2,54,1.88,18.1,29.1,72.7,51.3,0.1,56,58.4,91.48,49.8,D. Favors , G. Hayward , E. Kanter , A. Burks , T. Burke
B. Bass - E. Turner - A. Bradley - T. Zeller - M. Smart,BOS,33,321,95.4,101.2,-5.8,59.2,2.08,18,20.4,75.8,47.4,0.1,47.1,49,98.31,46.4,B. Bass , E. Turner , A. Bradley , T. Zeller , M. Smart
P. Pierce - K. Humphries - M. Gortat - J. Wall - B. Beal,WAS,28,318,99.5,96.4,3.1,67.3,1.64,19.2,26.1,74.7,50.6,0.2,49.7,52.6,96.51,51.3,P. Pierce , K. Humphries , M. Gortat , J. Wall , B. Beal
L. Aldridge - A. Afflalo - R. Lopez - N. Batum - D. Lillard,POR,21,314,105.4,112.1,-6.8,52.9,1.58,16.1,26.8,72.9,51.2,0.1,51.6,55.3,96.15,48.3,L. Aldridge , A. Afflalo , R. Lopez , N. Batum , D. Lillard
K. Bryant - R. Price - J. Hill - W. Johnson - E. Davis,LAL,19,269,99.1,108.1,-9,67.3,1.75,18.5,27.9,69.5,47.4,0.1,47.7,50.9,95.06,45.1,K. Bryant , R. Price , J. Hill , W. Johnson , E. Davis
R. Foye - W. Chandler - D. Gallinari - T. Lawson - K. Faried,DEN,16,267,116.1,106.2,10,60.2,2.01,18.7,23.1,76.8,49.2,0.1,56.2,59.7,98.73,52.9,R. Foye , W. Chandler , D. Gallinari , T. Lawson , K. Faried
T. Duncan - T. Parker - B. Diaw - D. Green - K. Leonard,SAS,44,266,113.4,102.5,11,58.9,1.94,18.6,29.4,75,53.6,0.1,55.5,58.8,94.98,56.9,T. Duncan , T. Parker , B. Diaw , D. Green , K. Leonard
T. Duncan - T. Parker - T. Splitter - D. Green - K. Leonard,SAS,29,265,115.1,93,22.1,62.2,2.46,20.8,24.2,71.1,50.2,0.1,56.9,60.1,97.6,62.2,T. Duncan , T. Parker , T. Splitter , D. Green , K. Leonard
W. Chandler - A. Afflalo - T. Lawson - K. Faried - J. Nurkic,DEN,25,265,97.8,100.4,-2.6,65.5,1.78,18.1,26.9,76.4,51.2,0.1,47.1,50,97.09,48.6,W. Chandler , A. Afflalo , T. Lawson , K. Faried , J. Nurkic
D. West - R. Stuckey - C. Watson - R. Hibbert - S. Hill,IND,24,260,95.4,109.7,-14.3,60.5,1.53,17.2,26.5,70.3,48.8,0.2,47,50.4,92.92,44.1,D. West , R. Stuckey , C. Watson , R. Hibbert , S. Hill
S. Marion - L. James - A. Varejao - K. Love - K. Irving,CLE,22,257,108.3,104.1,4.2,72.2,2.07,21,28.5,74.1,51.5,0.1,51.7,55.6,94.54,52.7,S. Marion , L. James , A. Varejao , K. Love , K. Irving
J. Johnson - D. Williams - T. Young - B. Lopez - M. Brown,BKN,23,256,107.2,101.6,5.6,51.9,2.06,16.2,27.3,74.6,51.1,0.1,49.9,53.9,93.63,53.4,J. Johnson , D. Williams , T. Young , B. Lopez , M. Brown
B. Jennings - G. Monroe - K. Singler - A. Drummond - K. Caldwell-Pope,DET,24,254,104.7,97.3,7.5,58.2,1.42,16.9,33.8,73.8,53.5,0.2,49.6,52,96.14,51.2,B. Jennings , G. Monroe , K. Singler , A. Drummond , K. Caldwell-Pope
D. Nowitzki - T. Chandler - J. Nelson - M. Ellis - C. Parsons,DAL,21,254,114.8,103.5,11.3,64,2.53,20.1,25.9,72.5,49.8,0.1,54.7,58.3,97.04,57.5,D. Nowitzki , T. Chandler , J. Nelson , M. Ellis , C. Parsons
K. Durant - R. Westbrook - S. Ibaka - A. Roberson - S. Adams,OKC,23,249,111.3,97.4,13.9,61.1,1.54,18.2,33.8,79.3,56.8,0.2,52.7,57,96.69,57.7,K. Durant , R. Westbrook , S. Ibaka , A. Roberson , S. Adams
J. Crawford - C. Paul - J. Redick - D. Jordan - B. Griffin,LAC,44,245,114.6,107.5,7.1,64.1,2.02,18,25.6,74.2,50.7,0.1,55,61.3,97.61,56.2,J. Crawford , C. Paul , J. Redick , D. Jordan , B. Griffin
P. Pierce - Nene - M. Gortat - G. Temple - J. Wall,WAS,20,242,98.2,89.3,8.8,69.2,1.47,18.9,26.4,74.2,50.8,0.2,48.4,52.1,96.83,59.5,P. Pierce , Nene , M. Gortat , G. Temple , J. Wall
G. Dragic - E. Bledsoe - M. Morris - M. Morris - M. Plumlee,PHX,26,237,108.5,102.9,5.5,54.3,1.37,18,23.9,69.5,48.6,0.2,56.7,59.3,95.91,53.6,G. Dragic , E. Bledsoe , M. Morris , M. Morris , M. Plumlee
L. Williams - T. Hansbrough - J. Johnson - P. Patterson - G. Vasquez,TOR,39,229,115.6,96.9,18.8,54.6,1.84,16.6,33.8,65.2,50,0.1,54.1,57.9,93.21,59.3,L. Williams , T. Hansbrough , J. Johnson , P. Patterson , G. Vasquez
J. Crawford - M. Barnes - C. Paul - D. Jordan - B. Griffin,LAC,45,225,114.8,104.4,10.4,55.5,2.36,16.9,29.7,69.4,50.3,0.1,54.4,58.5,97.68,58.2,J. Crawford , M. Barnes , C. Paul , D. Jordan , B. Griffin
C. Frye - N. Vucevic - T. Harris - E. Fournier - V. Oladipo,ORL,21,211,97.4,107.9,-10.6,54.3,1.38,16.3,16.6,73.5,45.2,0.2,51.7,54.3,95.16,43,C. Frye , N. Vucevic , T. Harris , E. Fournier , V. Oladipo
E. Gordon - O. Asik - T. Evans - D. Cunningham - A. Davis,NOP,20,210,108.2,97.3,10.9,61.7,1.8,18.6,34.3,76.5,55.6,0.1,51.5,54.5,91.93,57.3,E. Gordon , O. Asik , T. Evans , D. Cunningham , A. Davis
M. Speights - S. Curry - K. Thompson - H. Barnes - D. Green,GSW,36,201,116.3,98,18.3,65.8,2.47,20.9,27.9,68.8,48.9,0.1,57.2,59.9,106.03,59.3,M. Speights , S. Curry , K. Thompson , H. Barnes , D. Green
O. Asik - T. Evans - J. Holiday - L. Babbitt - A. Davis,NOP,16,201,101,100.7,0.3,61.2,1.53,17.8,29.7,80.6,54,0.2,49.6,52.1,97.35,49.3,O. Asik , T. Evans , J. Holiday , L. Babbitt , A. Davis
M. Barnes - C. Paul - J. Redick - S. Hawes - D. Jordan,LAC,17,199,113.5,102.3,11.2,69,2.23,21.1,26.5,73.9,52,0.1,57.4,59.2,95.07,56.3,M. Barnes , C. Paul , J. Redick , S. Hawes , D. Jordan
C. Kaman - L. Aldridge - N. Batum - W. Matthews - D. Lillard,POR,20,190,98.7,104,-5.4,61.3,1.74,17,26.6,69.9,47.5,0.1,47.6,50.9,94.11,47.4,C. Kaman , L. Aldridge , N. Batum , W. Matthews , D. Lillard
D. Favors - G. Hayward - R. Gobert - D. Exum - J. Ingles,UTA,31,188,96.1,95.5,0.5,59.5,1.07,15.3,34.1,78.5,55.8,0.2,48.1,51.5,91.12,49.5,D. Favors , G. Hayward , R. Gobert , D. Exum , J. Ingles
J. Smith - B. Jennings - K. Singler - A. Drummond - K. Caldwell-Pope,DET,16,185,98.7,108,-9.3,66,1.7,17.9,32.3,68.2,49.2,0.2,45.4,47.8,97.4,43.3,J. Smith , B. Jennings , K. Singler , A. Drummond , K. Caldwell-Pope
A. Iguodala - A. Bogut - S. Curry - K. Thompson - D. Green,GSW,50,181,116.3,90.8,25.5,61.9,2.04,18.7,30.4,71.4,51.4,0.1,57.6,61.5,105.95,62.5,A. Iguodala , A. Bogut , S. Curry , K. Thompson , D. Green
N. Vucevic - T. Harris - D. Dedmon - V. Oladipo - E. Payton,ORL,17,181,96.9,101.4,-4.4,60.4,1.58,17.6,32.4,74.7,52.5,0.2,46.5,49.3,96.13,47,N. Vucevic , T. Harris , D. Dedmon , V. Oladipo , E. Payton
D. Wade - U. Haslem - L. Deng - G. Dragic - H. Whiteside,MIA,16,179,109.4,111.2,-1.8,49.3,2.03,15.8,31,70.8,50.7,0.1,49.8,52.9,90.72,50.7,D. Wade , U. Haslem , L. Deng , G. Dragic , H. Whiteside
K. Garnett - J. Johnson - D. Williams - B. Lopez - B. Bogdanovic,BKN,14,179,106.7,103.8,2.9,57.1,1.65,18.4,20.3,73.1,47.3,0.1,53.2,56.8,91.68,51.9,K. Garnett , J. Johnson , D. Williams , B. Lopez , B. Bogdanovic
Z. Randolph - B. Udrih - J. Green - M. Gasol - C. Lee,MEM,20,178,107,110.1,-3.1,57.3,1.48,18.1,31.2,77.1,54.3,0.2,54,56.8,91.39,50.7,Z. Randolph , B. Udrih , J. Green , M. Gasol , C. Lee
T. Ariza - J. Dorsey - J. Harden - P. Beverley - D. Motiejunas,HOU,19,174,104.8,98.3,6.5,61.2,1.26,16.7,32.4,75.5,52.1,0.2,49.7,53.8,97.21,49.8,T. Ariza , J. Dorsey , J. Harden , P. Beverley , D. Motiejunas
C. Butler - A. Tolliver - R. Jackson - A. Drummond - K. Caldwell-Pope,DET,18,173,126.7,110.4,16.3,65.6,2.74,22.6,28.4,72.8,50.8,0.1,63.1,64,90.96,54.1,C. Butler , A. Tolliver , R. Jackson , A. Drummond , K. Caldwell-Pope
E. Gordon - O. Asik - T. Evans - J. Holiday - A. Davis,NOP,13,171,109.5,98.5,10.9,62.3,2.33,18.9,30.6,78.3,53.6,0.1,51.1,54.4,94.93,55.8,E. Gordon , O. Asik , T. Evans , J. Holiday , A. Davis
P. Tucker - G. Dragic - E. Bledsoe - M. Morris - M. Plumlee,PHX,27,163,103,96.1,6.9,53.2,1.24,14.7,31.8,73.2,52,0.2,47.6,52.2,98.56,52.6,P. Tucker , G. Dragic , E. Bledsoe , M. Morris , M. Plumlee
D. Favors - G. Hayward - R. Gobert - R. Hood - D. Exum,UTA,16,161,100.7,93,7.7,64.7,1.88,18.4,29,77.4,54.2,0.1,50,52,88.75,58,D. Favors , G. Hayward , R. Gobert , R. Hood , D. Exum
R. Rondo - J. Green - A. Bradley - J. Sullinger - K. Olynyk,BOS,19,161,108,103.2,4.8,61.8,2.24,19.1,27.3,74.8,49.2,0.1,52.3,54.7,103.38,50.7,R. Rondo , J. Green , A. Bradley , J. Sullinger , K. Olynyk
C. Anthony - J. Calderon - L. Amundson - J. Smith - L. Galloway,NYK,9,159,110.4,101.3,9.1,63.7,2.97,20,26.7,70.5,48,0.1,51.7,53.3,91.34,52.1,C. Anthony , J. Calderon , L. Amundson , J. Smith , L. Galloway
T. Ariza - J. Harden - P. Beverley - D. Motiejunas - T. Jones,HOU,14,157,106.7,105.4,1.3,58.4,1.46,17.2,26,68.8,47.9,0.2,52.6,56.6,96.27,50,T. Ariza , J. Harden , P. Beverley , D. Motiejunas , T. Jones
T. Duncan - M. Ginobili - T. Parker - B. Diaw - K. Leonard,SAS,39,156,93.6,101.6,-7.9,73.6,1.88,18.7,18.1,72.7,45.9,0.1,48.4,53,100.09,46.1,T. Duncan , M. Ginobili , T. Parker , B. Diaw , K. Leonard
A. Jefferson - G. Henderson - L. Stephenson - K. Walker - C. Zeller,CHA,22,155,94.8,101.6,-6.8,58.5,2.03,17,20.9,78.2,48.1,0.1,44.6,48.4,95.89,43.6,A. Jefferson , G. Henderson , L. Stephenson , K. Walker , C. Zeller
C. Frye - N. Vucevic - T. Harris - E. Fournier - E. Payton,ORL,16,153,99,106.9,-7.9,58.2,1.37,17.4,24.3,72.7,48.1,0.2,51.6,53.3,95.06,44,C. Frye , N. Vucevic , T. Harris , E. Fournier , E. Payton
L. Mbah a Moute - N. Noel - M. Carter-Williams - R. Covington - K. McDaniels,PHI,19,152,97.3,85.6,11.7,59.1,1.76,15.7,29.9,63.5,46.9,0.1,45.7,49,95.46,58.9,L. Mbah a Moute , N. Noel , M. Carter-Williams , R. Covington , K. McDaniels
N. Vucevic - T. Harris - K. O'Quinn - V. Oladipo - E. Payton,ORL,14,152,96.2,103.7,-7.5,64.7,2.2,19.4,18.9,68.2,43.6,0.1,47.9,50,92.4,47.5,N. Vucevic , T. Harris , K. O'Quinn , V. Oladipo , E. Payton
T. Young - G. Dieng - S. Muhammad - Z. LaVine - A. Wiggins,MIN,16,151,100.3,117.8,-17.4,66.4,1.72,18.8,33.3,62,46.9,0.2,48.9,52.4,96.24,42.2,T. Young , G. Dieng , S. Muhammad , Z. LaVine , A. Wiggins
P. Gasol - M. Dunleavy - J. Noah - A. Brooks - T. Snell,CHI,11,149,98.6,109.4,-10.8,65.4,1.94,17.6,25.8,78.1,52,0.1,46.2,49.8,92.71,43.1,P. Gasol , M. Dunleavy , J. Noah , A. Brooks , T. Snell
D. Augustin - G. Monroe - K. Singler - A. Drummond - K. Caldwell-Pope,DET,12,147,102.2,110,-7.9,66.4,1.83,18.8,30.4,73.3,50.9,0.1,49,51.5,91.39,46.3,D. Augustin , G. Monroe , K. Singler , A. Drummond , K. Caldwell-Pope
A. Johnson - K. Lowry - D. DeRozan - G. Vasquez - J. Valanciunas,TOR,18,146,95.5,106.7,-11.2,55.4,1.06,15.3,33.8,67.4,51.1,0.2,47.8,50.8,88.2,40.8,A. Johnson , K. Lowry , D. DeRozan , G. Vasquez , J. Valanciunas
G. Henderson - B. Biyombo - K. Walker - M. Kidd-Gilchrist - C. Zeller,CHA,10,146,93.9,92.2,1.7,68.4,1.16,16.8,37.8,76.4,58.1,0.2,43.2,48.1,91.66,53.8,G. Henderson , B. Biyombo , K. Walker , M. Kidd-Gilchrist , C. Zeller
M. Williams - A. Jefferson - G. Henderson - M. Kidd-Gilchrist - C. Zeller,CHA,10,146,105.9,105.1,0.7,68.5,2.3,21,22.5,80.1,52.6,0.1,51.9,55.3,95.96,52.6,M. Williams , A. Jefferson , G. Henderson , M. Kidd-Gilchrist , C. Zeller
C. Brewer - T. Young - G. Dieng - Z. LaVine - A. Wiggins,MIN,10,145,91,101.7,-10.7,56.9,1.35,14.8,29,70.8,48.1,0.1,42.6,46.5,96.16,41.9,C. Brewer , T. Young , G. Dieng , Z. LaVine , A. Wiggins
R. Rondo - J. Green - A. Bradley - T. Zeller - J. Sullinger,BOS,16,145,109,98.7,10.3,62.7,1.91,20.3,23.1,75.6,51.7,0.1,56.1,57.9,100.09,54.5,R. Rondo , J. Green , A. Bradley , T. Zeller , J. Sullinger
L. Scola - I. Mahinmi - R. Stuckey - C. Watson - D. Rudez,IND,21,142,97.2,96.6,0.6,58.7,1.24,16.2,23.5,71.3,49.1,0.2,50.2,54.1,98.13,48.9,L. Scola , I. Mahinmi , R. Stuckey , C. Watson , D. Rudez
T. Duncan - T. Parker - M. Bonner - D. Green - K. Leonard,SAS,21,141,108.5,97.9,10.6,52.5,1.75,17.2,17.1,79.2,49.8,0.1,55.3,58.3,96.41,53.8,T. Duncan , T. Parker , M. Bonner , D. Green , K. Leonard
C. Bosh - D. Wade - L. Deng - S. Williams - N. Cole,MIA,10,139,110.2,112.3,-2.1,64.5,2.73,19.6,21,66.7,44,0.1,53.1,56.4,91.22,50.7,C. Bosh , D. Wade , L. Deng , S. Williams , N. Cole
C. Frye - N. Vucevic - T. Harris - V. Oladipo - E. Payton,ORL,17,138,97.8,115.9,-18.1,56.2,1.69,15.9,26.3,66.9,44.6,0.1,46,49.1,95.36,38.8,C. Frye , N. Vucevic , T. Harris , V. Oladipo , E. Payton
D. Nowitzki - T. Chandler - D. Harris - M. Ellis - C. Parsons,DAL,32,138,113.4,106,7.4,58.2,2.03,17.8,30.8,69.5,49.8,0.1,55.1,59.4,100.35,56.4,D. Nowitzki , T. Chandler , D. Harris , M. Ellis , C. Parsons
A. Jefferson - M. Williams - G. Henderson - L. Stephenson - K. Walker,CHA,21,137,92.3,99.3,-7,55.4,2.43,16.1,14.1,81.3,45.9,0.1,46,48.9,95.45,44,A. Jefferson , M. Williams , G. Henderson , L. Stephenson , K. Walker
O. Mayo - L. Sanders - B. Knight - G. Antetokounmpo - J. Parker,MIL,15,137,98.6,107.3,-8.7,60,1.31,16.5,29,66.7,47.8,0.2,47,52,99.6,44.7,O. Mayo , L. Sanders , B. Knight , G. Antetokounmpo , J. Parker
J. Johnson - D. Williams - T. Young - B. Lopez - B. Bogdanovic,BKN,20,135,103.6,114,-10.5,56.8,2.1,16.4,28.8,67.7,46.4,0.1,46.9,50.9,99.23,43.1,J. Johnson , D. Williams , T. Young , B. Lopez , B. Bogdanovic
L. Scola - R. Hibbert - D. Sloan - C. Copeland - S. Hill,IND,11,135,104.3,101.9,2.3,48.5,1.25,14.5,31.5,74.3,53.9,0.2,49.6,53.4,91.51,51.9,L. Scola , R. Hibbert , D. Sloan , C. Copeland , S. Hill
P. Tucker - E. Bledsoe - M. Morris - M. Morris - A. Len,PHX,14,133,109,115.1,-6.1,52.2,1.5,16.9,24.4,69.2,47.8,0.1,55.7,58.1,95.82,47.6,P. Tucker , E. Bledsoe , M. Morris , M. Morris , A. Len
C. Frye - N. Vucevic - V. Oladipo - E. Payton - D. Marble,ORL,8,132,107.4,109.1,-1.7,56.5,1.84,18.1,25,74.4,47.5,0.1,53.5,55.1,103.09,46.6,C. Frye , N. Vucevic , V. Oladipo , E. Payton , D. Marble
J. Hill - W. Ellington - W. Johnson - J. Clarkson - T. Black,LAL,7,132,99.2,91.7,7.5,53.4,1.57,15.4,33.3,84.6,57.9,0.1,46.7,49.6,92.44,53,J. Hill , W. Ellington , W. Johnson , J. Clarkson , T. Black
L. Williams - T. Hansbrough - P. Patterson - G. Vasquez - T. Ross,TOR,24,132,116.1,104.8,11.4,49,2.08,14.9,30.5,60.6,45.5,0.1,54.1,57.6,90.86,52.5,L. Williams , T. Hansbrough , P. Patterson , G. Vasquez , T. Ross
P. Gasol - K. Hinrich - D. Rose - T. Gibson - J. Butler,CHI,20,132,109.5,100.4,9.1,52.4,1.67,15.7,29.4,70,51.4,0.1,51.8,56.2,96.29,54.1,P. Gasol , K. Hinrich , D. Rose , T. Gibson , J. Butler
A. Miller - R. Butler - K. Humphries - K. Seraphin - O. Porter Jr.,WAS,19,131,104.6,111.8,-7.2,67,2.28,20.6,37.5,69.4,53.5,0.1,49.3,51.6,87.09,50.3,A. Miller , R. Butler , K. Humphries , K. Seraphin , O. Porter Jr.
R. Westbrook - S. Ibaka - P. Jones III - A. Roberson - S. Adams,OKC,15,131,106.2,101.1,5,52,1.39,15.1,31,71.3,52.7,0.1,48.4,53.6,95.28,52.2,R. Westbrook , S. Ibaka , P. Jones III , A. Roberson , S. Adams
P. Tucker - B. Wright - E. Bledsoe - M. Morris - M. Morris,PHX,13,130,96.1,93.1,3,57,1.63,16.5,26.1,78.1,51.5,0.1,45.6,49.3,95.09,51.4,P. Tucker , B. Wright , E. Bledsoe , M. Morris , M. Morris
D. Favors - G. Hayward - R. Gobert - T. Burke - J. Ingles,UTA,26,128,103.1,86.6,16.5,55.2,1.07,16.5,32.1,74.5,56,0.2,54.6,58,96.28,62.6,D. Favors , G. Hayward , R. Gobert , T. Burke , J. Ingles
A. Iguodala - M. Speights - S. Curry - K. Thompson - D. Green,GSW,43,127,122.3,93.2,29.1,69,3.35,21.9,26.8,66.4,47.9,0.1,58.7,62.3,106.44,68,A. Iguodala , M. Speights , S. Curry , K. Thompson , D. Green
C. Boozer - N. Young - W. Ellington - J. Lin - R. Sacre,LAL,16,127,103.8,99.6,4.2,54.4,1.93,16.7,19.8,73.3,47.6,0.1,52.8,55.9,98.58,51.7,C. Boozer , N. Young , W. Ellington , J. Lin , R. Sacre
P. Gasol - M. Dunleavy - D. Rose - T. Gibson - J. Butler,CHI,14,126,103.6,97.2,6.4,65,1.63,18.6,32.5,71.9,53.2,0.2,49.5,52.8,95.68,56.3,P. Gasol , M. Dunleavy , D. Rose , T. Gibson , J. Butler
K. Martin - T. Young - N. Pekovic - R. Rubio - A. Wiggins,MIN,8,125,108.6,97.6,11,59.4,1.75,17.9,29.2,74.2,52,0.1,51.1,55.7,96.97,55.8,K. Martin , T. Young , N. Pekovic , R. Rubio , A. Wiggins
W. Chandler - A. Afflalo - J. Hickson - T. Lawson - T. Mozgov,DEN,19,125,100.8,111.2,-10.4,57.3,1.67,15.8,36.1,67.7,50.9,0.1,45.2,48.2,92.82,42.1,W. Chandler , A. Afflalo , J. Hickson , T. Lawson , T. Mozgov
E. Gordon - O. Asik - T. Evans - D. Cunningham - Q. Pondexter,NOP,14,124,96.2,100,-3.8,67.8,1.55,17.9,28.2,76.5,51.9,0.2,48.5,51.2,90.79,51.2,E. Gordon , O. Asik , T. Evans , D. Cunningham , Q. Pondexter
J. Dudley - B. Knight - J. Henson - K. Middleton - G. Antetokounmpo,MIL,18,124,109.3,100,9.3,65.7,1.97,20.1,33.3,66.1,50.4,0.1,53.7,56.5,95.38,60.3,J. Dudley , B. Knight , J. Henson , K. Middleton , G. Antetokounmpo
P. Gasol - K. Hinrich - J. Noah - D. Rose - J. Butler,CHI,15,124,88.1,95,-6.9,51.2,1,12.2,29.7,68.5,50,0.2,39.8,45.6,100.96,46.3,P. Gasol , K. Hinrich , J. Noah , D. Rose , J. Butler
D. Favors - G. Hayward - E. Kanter - T. Burke - J. Ingles,UTA,28,123,99.2,112.4,-13.2,57.3,1.72,16.1,30.6,74.5,50,0.1,46.6,49.5,96.88,42,D. Favors , G. Hayward , E. Kanter , T. Burke , J. Ingles
D. West - C. Miles - R. Stuckey - R. Hibbert - G. Hill,IND,22,123,108.8,92.9,15.9,58.4,1.69,17.4,26.5,71.6,51.6,0.1,53.4,57.6,98.07,60,D. West , C. Miles , R. Stuckey , R. Hibbert , G. Hill
D. Nowitzki - T. Chandler - R. Jefferson - M. Ellis - R. Rondo,DAL,14,122,105.5,93.3,12.2,59.2,1.71,17.5,17.4,74.2,48.1,0.1,53.7,58.2,100,59.2,D. Nowitzki , T. Chandler , R. Jefferson , M. Ellis , R. Rondo
T. Duncan - T. Parker - D. Green - K. Leonard - A. Baynes,SAS,16,122,95.4,96,-0.6,62.8,1.97,18,24,66.2,45.7,0.1,44.9,48.6,96.22,51.9,T. Duncan , T. Parker , D. Green , K. Leonard , A. Baynes
K. Garnett - J. Johnson - J. Jack - M. Plumlee - S. Karasev,BKN,10,121,105.9,106.4,-0.5,61.6,1.49,18.7,29.4,69,50.5,0.2,54.3,57.9,93.32,50.8,K. Garnett , J. Johnson , J. Jack , M. Plumlee , S. Karasev
