LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
R. Rubio - J. Crowder - R. Gobert - J. Ingles - D. Mitchell,UTA,59,478,115.7,102.9,12.8,62.1,1.99,18.4,26.3,73.4,50.7,0.1,57.3,61.2,105.3,57.1,R. Rubio , J. Crowder , R. Gobert , J. Ingles , D. Mitchell
M. Conley - M. Gasol - G. Temple - K. Anderson - J. Jackson Jr.,MEM,40,464,103.4,94.2,9.2,66.8,1.84,19.9,15.3,75.4,46.9,0.1,53.9,56.8,96.59,56.5,M. Conley , M. Gasol , G. Temple , K. Anderson , J. Jackson Jr.
R. Westbrook - P. George - D. Schroder - S. Adams - J. Grant,OKC,58,434,115.6,106.2,9.3,54.5,1.67,16,33.5,76.7,53.8,0.1,53.6,57.4,109.8,53.3,R. Westbrook , P. George , D. Schroder , S. Adams , J. Grant
P. Millsap - W. Barton - G. Harris - N. Jokic - J. Murray,DEN,24,430,114.1,106.4,7.8,66.4,2.23,20.3,28.1,76.1,52.2,0.1,54.4,57.6,98.69,54.4,P. Millsap , W. Barton , G. Harris , N. Jokic , J. Murray
C. Paul - P. Tucker - E. Gordon - J. Harden - C. Capela,HOU,37,420,112.4,105.2,7.3,55.3,1.88,16.9,20.6,74.3,46.6,0.1,55.4,58.8,101.21,50.5,C. Paul , P. Tucker , E. Gordon , J. Harden , C. Capela
D. Jordan - W. Matthews - H. Barnes - D. Smith Jr. - L. Doncic,DAL,21,412,98.4,105.6,-7.2,55,1.05,14.8,23.6,77.2,51.4,0.2,49.9,54.1,101.5,46,D. Jordan , W. Matthews , H. Barnes , D. Smith Jr. , L. Doncic
L. Aldridge - R. Gay - D. DeRozan - B. Forbes - D. White,SAS,41,388,111,106.2,4.8,61.2,2.08,20.1,20.9,75.3,50.2,0.1,56.5,59.7,97.45,54.7,L. Aldridge , R. Gay , D. DeRozan , B. Forbes , D. White
A. Aminu - D. Lillard - C. McCollum - J. Nurkic - J. Layman,POR,38,369,117.3,106.1,11.3,60.7,1.9,19.1,29.3,73.8,52.5,0.1,56.8,60.2,100.84,55.7,A. Aminu , D. Lillard , C. McCollum , J. Nurkic , J. Layman
T. Ariza - J. Green - B. Beal - T. Satoransky - T. Bryant,WAS,24,357,116.3,115.2,1.1,67.4,2.28,20.5,26.3,74,49.4,0.1,55.4,58.8,100.45,49.8,T. Ariza , J. Green , B. Beal , T. Satoransky , T. Bryant
M. Gortat - D. Gallinari - A. Bradley - T. Harris - S. Gilgeous-Alexander,LAC,29,349,107.9,115.5,-7.6,53.8,1.41,17.2,20.5,72.8,47.9,0.2,56.1,59.4,98.96,45.8,M. Gortat , D. Gallinari , A. Bradley , T. Harris , S. Gilgeous-Alexander
T. Young - D. Collison - W. Matthews - B. Bogdanovic - M. Turner,IND,17,326,108.9,110.3,-1.4,67.8,1.84,19.6,21,66.8,45,0.1,54.5,58.3,97.47,50.4,T. Young , D. Collison , W. Matthews , B. Bogdanovic , M. Turner
D. Dedmon - T. Prince - J. Collins - K. Huerter - T. Young,ATL,26,324,113.2,117.7,-4.5,59.7,1.56,18.2,29.7,75.3,51.3,0.2,55.8,58.7,105.33,46.1,D. Dedmon , T. Prince , J. Collins , K. Huerter , T. Young
K. Durant - S. Curry - K. Thompson - D. Green - K. Looney,GSW,42,313,122.8,105.5,17.2,72.6,2.57,23,27.6,72.9,52,0.1,60.9,63.7,105.8,58.6,K. Durant , S. Curry , K. Thompson , D. Green , K. Looney
B. Griffin - R. Jackson - A. Drummond - R. Bullock - B. Brown,DET,22,309,114.7,100.6,14.1,59.7,1.65,18.5,27.8,77.1,53.5,0.2,58.3,60.7,97.42,56.6,B. Griffin , R. Jackson , A. Drummond , R. Bullock , B. Brown
A. Wiggins - D. Saric - T. Jones - K. Towns - J. Okogie,MIN,25,299,110.2,111.5,-1.3,66.3,2.47,19.3,25.4,72,49,0.1,52.2,56.2,104.01,51.3,A. Wiggins , D. Saric , T. Jones , K. Towns , J. Okogie
J. Redick - W. Chandler - J. Butler - J. Embiid - B. Simmons,PHI,23,293,116.3,103.6,12.6,65.9,1.67,19.5,31.1,75.5,55,0.2,56.6,61,103.63,58.3,J. Redick , W. Chandler , J. Butler , J. Embiid , B. Simmons
B. Griffin - W. Ellington - R. Jackson - A. Drummond - B. Brown,DET,20,289,110.6,107.5,3.1,56.7,1.81,16.4,29.4,74.2,50.4,0.1,52.3,55.2,97.56,49.6,B. Griffin , W. Ellington , R. Jackson , A. Drummond , B. Brown
K. Durant - S. Curry - D. Cousins - K. Thompson - D. Green,GSW,21,268,116.4,103.4,13.1,75.5,2.56,23.8,19.6,70.9,49.2,0.1,59.3,62.2,105.57,59.2,K. Durant , S. Curry , D. Cousins , K. Thompson , D. Green
E. Turner - A. Aminu - D. Lillard - C. McCollum - J. Nurkic,POR,45,260,117.8,100,17.8,48.4,1.9,15.1,33.7,76.3,55.7,0.1,53.7,57.7,105.23,59.6,E. Turner , A. Aminu , D. Lillard , C. McCollum , J. Nurkic
T. Young - T. Evans - D. Collison - B. Bogdanovic - M. Turner,IND,18,260,113.2,102.9,10.3,67.2,1.78,21.1,23.8,74.9,50.6,0.2,59,62,100.18,57,T. Young , T. Evans , D. Collison , B. Bogdanovic , M. Turner
N. Bjelica - H. Barnes - W. Cauley-Stein - B. Hield - D. Fox,SAC,22,259,108.5,108.5,0,63.1,2.48,19.4,22,77.7,49.1,0.1,54.1,56.2,106.76,50.7,N. Bjelica , H. Barnes , W. Cauley-Stein , B. Hield , D. Fox
D. Gallinari - P. Beverley - I. Zubac - S. Gilgeous-Alexander - L. Shamet,LAC,18,255,112.7,103.4,9.3,66.2,1.88,19.7,24.8,80.9,52.9,0.1,56,59.2,100.64,55,D. Gallinari , P. Beverley , I. Zubac , S. Gilgeous, L. Shamet
T. Ariza - J. Green - B. Beal - T. Satoransky - B. Portis,WAS,16,248,108.2,109.9,-1.8,64.7,1.69,18.2,25.6,74.7,50.7,0.1,51.9,56.3,102.78,48.7,T. Ariza , J. Green , B. Beal , T. Satoransky , B. Portis
D. Augustin - N. Vucevic - T. Ross - E. Fournier - A. Gordon,ORL,50,238,107.1,100.4,6.7,66.2,1.93,18.9,25.9,74,50.3,0.1,54.9,58.1,102.28,54.2,D. Augustin , N. Vucevic , T. Ross , E. Fournier , A. Gordon
L. James - J. McGee - B. Ingram - L. Ball - K. Kuzma,LAL,18,234,104.5,105.1,-0.6,61.1,1.5,18.7,28.3,73.9,52.6,0.2,53.6,55.6,104.04,52.7,L. James , J. McGee , B. Ingram , L. Ball , K. Kuzma
J. Teague - T. Gibson - R. Covington - A. Wiggins - K. Towns,MIN,13,230,105.7,103,2.7,68.6,1.59,18.8,34.9,72.3,53.4,0.2,51.7,54.5,98.76,52.5,J. Teague , T. Gibson , R. Covington , A. Wiggins , K. Towns
J. Holiday - Z. LaVine - J. Parker - R. Arcidiacono - W. Carter Jr.,CHI,17,228,98.2,103.2,-5,62.9,1.6,17.7,20.2,74.5,47.6,0.1,49.6,53,104.35,47.7,J. Holiday , Z. LaVine , J. Parker , R. Arcidiacono , W. Carter Jr.
M. Williams - N. Batum - B. Biyombo - K. Walker - J. Lamb,CHA,21,215,100.9,109.4,-8.5,56.4,1.72,15.9,21.1,76.5,48.1,0.1,50,53.2,98.15,45.1,M. Williams , N. Batum , B. Biyombo , K. Walker , J. Lamb
C. Paul - P. Tucker - J. Harden - J. Ennis III - C. Capela,HOU,18,212,102.5,109.3,-6.8,61,1.15,16.9,31.3,65.2,48.2,0.2,54,56.8,98.75,45.1,C. Paul , P. Tucker , J. Harden , J. Ennis III , C. Capela
R. Lopez - O. Porter Jr. - Z. LaVine - K. Dunn - L. Markkanen,CHI,12,204,111.8,116.6,-4.8,53,1.75,16.8,25.7,75,49.8,0.1,53.5,57,102.05,47.3,R. Lopez , O. Porter Jr. , Z. LaVine , K. Dunn , L. Markkanen
D. Augustin - N. Vucevic - E. Fournier - A. Gordon - W. Iwundu,ORL,29,199,114.7,106,8.7,66.3,2.43,21.5,25.7,72.7,49.9,0.1,56.9,59.2,99.37,53.6,D. Augustin , N. Vucevic , E. Fournier , A. Gordon , W. Iwundu
P. Millsap - G. Harris - N. Jokic - J. Murray - T. Craig,DEN,19,199,100.5,106.4,-5.9,54.2,1.18,15.6,37,75.9,55.3,0.2,49.3,51.7,98.72,45.7,P. Millsap , G. Harris , N. Jokic , J. Murray , T. Craig
D. Jordan - W. Matthews - H. Barnes - J. Brunson - L. Doncic,DAL,13,197,112.3,114.7,-2.4,56.5,1.78,16.3,24.2,73.5,47.9,0.1,52.9,57,101.84,46.6,D. Jordan , W. Matthews , H. Barnes , J. Brunson , L. Doncic
E. Turner - M. Leonard - S. Curry - N. Stauskas - Z. Collins,POR,24,196,106.8,104.3,2.5,59.5,2.02,18.2,21.6,74.9,49.9,0.1,54.9,57.4,97.59,52.1,E. Turner , M. Leonard , S. Curry , N. Stauskas , Z. Collins
H. Barnes - B. Bogdanovic - W. Cauley-Stein - B. Hield - D. Fox,SAC,21,192,106.8,109.2,-2.4,54.5,2.5,16.5,16.3,73.2,44.4,0.1,50.7,55.1,105.88,48.9,H. Barnes , B. Bogdanovic , W. Cauley-Stein , B. Hield , D. Fox
T. Warren - D. Booker - M. Bridges - D. Melton - D. Ayton,PHX,15,191,106,122.2,-16.2,62.4,1.71,18.5,25.6,72,45.6,0.1,52.5,55.6,104.17,41,T. Warren , D. Booker , M. Bridges , D. Melton , D. Ayton
J. Dudley - J. Harris - D. Russell - C. LeVert - J. Allen,BKN,16,189,106.4,108.3,-1.9,70,1.9,20.4,26.5,67.7,47.8,0.2,55.2,56.6,98.13,51.7,J. Dudley , J. Harris , D. Russell , C. LeVert , J. Allen
K. Lowry - S. Ibaka - D. Green - P. Siakam - F. VanVleet,TOR,16,187,119.2,104,15.3,74.1,2.86,22.8,26.1,75.1,51.7,0.1,57.4,60.5,97.3,57.6,K. Lowry , S. Ibaka , D. Green , P. Siakam , F. VanVleet
L. Aldridge - D. DeRozan - J. Poeltl - B. Forbes - D. White,SAS,20,187,100.3,104.8,-4.6,60.8,2.67,18.8,21.6,76.5,47.9,0.1,48,50.1,95.9,48.9,L. Aldridge , D. DeRozan , J. Poeltl , B. Forbes , D. White
S. Ibaka - D. Green - K. Leonard - P. Siakam - F. VanVleet,TOR,16,187,122.7,107,15.7,55.1,2.14,17.7,24.9,73.9,51.9,0.1,58.3,63,99.83,57.2,S. Ibaka , D. Green , K. Leonard , P. Siakam , F. VanVleet
R. Westbrook - D. Schroder - S. Adams - J. Grant - T. Ferguson,OKC,32,186,107,105,2,59.2,1.91,17.3,30.8,81,53.6,0.1,52,54.1,109.35,49.6,R. Westbrook , D. Schroder , S. Adams , J. Grant , T. Ferguson
A. Iguodala - K. Durant - S. Curry - K. Thompson - D. Green,GSW,35,178,125.3,97.3,28,66.7,2.27,21,19.5,68.6,47.8,0.1,65.8,69.8,111.15,67.3,A. Iguodala , K. Durant , S. Curry , K. Thompson , D. Green
T. Young - T. Evans - C. Joseph - D. McDermott - D. Sabonis,IND,31,178,119,95.9,23.2,61.6,2.52,19.9,37.4,72.3,56.4,0.1,57.7,60.3,98.68,65.7,T. Young , T. Evans , C. Joseph , D. McDermott , D. Sabonis
L. Aldridge - R. Gay - D. DeRozan - D. Cunningham - B. Forbes,SAS,17,169,104.2,108.3,-4.1,51,1.93,16.9,18.8,81.7,49.7,0.1,51.9,54.2,102.27,47.1,L. Aldridge , R. Gay , D. DeRozan , D. Cunningham , B. Forbes
M. Plumlee - T. Lyles - M. Beasley - J. Murray - M. Morris,DEN,26,168,108.4,103.1,5.2,65.4,2.38,19.6,30.5,75.6,52.5,0.1,53.6,55.5,101.43,53.7,M. Plumlee , T. Lyles , M. Beasley , J. Murray , M. Morris
E. Kanter - T. Hardaway Jr. - N. Vonleh - E. Mudiay - K. Knox,NYK,15,166,105.1,121.2,-16.1,52.1,1.68,15.3,28,74.5,49.2,0.1,48.9,52.1,102.39,40.2,E. Kanter , T. Hardaway Jr. , N. Vonleh , E. Mudiay , K. Knox
J. Johnson - H. Whiteside - R. McGruder - J. Winslow - J. Richardson,MIA,15,163,103.3,107,-3.7,62.9,1.91,18.7,28,76.9,51.8,0.1,50.3,51.5,97.74,46.9,J. Johnson , H. Whiteside , R. McGruder , J. Winslow , J. Richardson
J. Redick - T. Harris - J. Butler - J. Embiid - B. Simmons,PHI,10,161,121.9,102.5,19.4,57,2.2,18.1,28.3,78.8,55.4,0.1,57.2,61,106.78,62.5,J. Redick , T. Harris , J. Butler , J. Embiid , B. Simmons
K. Lowry - M. Gasol - D. Green - K. Leonard - P. Siakam,TOR,13,161,122,108.3,13.7,71,2.82,23.3,16.7,77.1,48.8,0.1,62.2,65.2,101.48,57.1,K. Lowry , M. Gasol , D. Green , K. Leonard , P. Siakam
T. Ross - J. Simmons - A. Gordon - J. Grant - M. Bamba,ORL,21,161,99.1,104.7,-5.6,57.3,1.5,15.9,34.3,70,52.1,0.1,49.3,51.5,101.03,48.9,T. Ross , J. Simmons , A. Gordon , J. Grant , M. Bamba
P. Millsap - G. Harris - N. Jokic - J. Murray - J. Hernangomez,DEN,17,158,112.7,106.3,6.4,72.7,2.04,21.7,26.8,80.3,53.4,0.2,56.1,59.6,101.4,55.1,P. Millsap , G. Harris , N. Jokic , J. Murray , J. Hernangomez
B. Griffin - R. Jackson - A. Drummond - R. Bullock - G. Robinson III,DET,13,153,104.1,109.4,-5.3,64.4,1.49,19.1,28.6,75.2,50.8,0.2,54.5,55.3,99.54,47,B. Griffin , R. Jackson , A. Drummond , R. Bullock , G. Robinson III
E. Kanter - T. Hardaway Jr. - N. Vonleh - E. Mudiay - M. Hezonja,NYK,13,153,106,113.2,-7.2,57,1.66,16.4,29.9,76.6,51.1,0.1,49.5,52.9,99.82,44.7,E. Kanter , T. Hardaway Jr. , N. Vonleh , E. Mudiay , M. Hezonja
N. Bjelica - B. Bogdanovic - W. Cauley-Stein - B. Hield - D. Fox,SAC,23,152,109.2,108.8,0.3,65.2,2.57,19,27.2,72.2,49,0.1,51.5,54.7,106.65,49.9,N. Bjelica , B. Bogdanovic , W. Cauley-Stein , B. Hield , D. Fox
J. Harris - D. Russell - T. Graham - J. Allen - R. Kurucs,BKN,13,150,109.3,115.4,-6.1,61.2,1.91,19.3,26.1,73.3,49.7,0.1,54.9,56.8,107.29,45.7,J. Harris , D. Russell , T. Graham , J. Allen , R. Kurucs
K. Korver - J. Crowder - R. Gobert - R. O'Neale - D. Mitchell,UTA,33,150,101.5,97.3,4.2,62.9,1.43,16.3,25.5,80.4,52.3,0.2,50.7,55.1,105.85,52.7,K. Korver , J. Crowder , R. Gobert , R. O'Neale , D. Mitchell
B. Beal - T. Satoransky - B. Portis - T. Bryant - T. Brown Jr.,WAS,10,149,116,109.8,6.2,61.5,2.44,19,29.9,75.2,52,0.1,52.3,56.2,98.4,52.1,B. Beal , T. Satoransky , B. Portis , T. Bryant , T. Brown Jr.
K. Bazemore - D. Dedmon - J. Collins - K. Huerter - T. Young,ATL,18,149,104.9,104.5,0.4,67.7,1.26,18.5,33.6,72.8,53.1,0.2,54.8,57.2,106.28,46.8,K. Bazemore , D. Dedmon , J. Collins , K. Huerter , T. Young
A. Horford - G. Hayward - K. Irving - J. Brown - J. Tatum,BOS,19,145,95.3,95.8,-0.6,59.7,1.82,17.1,15.7,78.5,47.5,0.1,49.5,52,104.5,49.4,A. Horford , G. Hayward , K. Irving , J. Brown , J. Tatum
M. Plumlee - N. Jokic - J. Murray - J. Hernangomez - T. Craig,DEN,12,144,111.5,117,-5.6,71.7,1.91,20.7,36.7,77,56.6,0.2,54.9,56.8,93.3,49.1,M. Plumlee , N. Jokic , J. Murray , J. Hernangomez , T. Craig
K. Durant - S. Curry - K. Thompson - D. Green - D. Jones,GSW,11,142,118,110.6,7.5,75,2.16,24.8,19.5,72.8,50,0.2,64.8,66.2,104,56.2,K. Durant , S. Curry , K. Thompson , D. Green , D. Jones
P. George - D. Schroder - S. Adams - J. Grant - T. Ferguson,OKC,17,142,121.2,96,25.2,54.3,1.75,17.1,34.3,79.9,57,0.1,56.7,60.3,100.14,61.5,P. George , D. Schroder , S. Adams , J. Grant , T. Ferguson
A. Iguodala - K. Durant - S. Curry - K. Thompson - K. Looney,GSW,33,141,112,102.5,9.5,71.9,2.2,22.1,19.1,73.5,48.6,0.1,58.4,61.9,109.01,56.5,A. Iguodala , K. Durant , S. Curry , K. Thompson , K. Looney
K. Lowry - D. Green - J. Valanciunas - K. Leonard - P. Siakam,TOR,12,140,121.3,100,21.3,58.4,2.11,19.3,24.4,71.1,50.9,0.1,59.7,63.4,104.2,64.1,K. Lowry , D. Green , J. Valanciunas , K. Leonard , P. Siakam
P. Millsap - N. Jokic - M. Beasley - J. Murray - T. Craig,DEN,15,140,126.7,103.9,22.8,68.3,2.61,22.5,37.9,77.6,58.6,0.1,59.5,61.2,98.09,61.6,P. Millsap , N. Jokic , M. Beasley , J. Murray , T. Craig
D. Dedmon - D. Bembry - J. Collins - K. Huerter - T. Young,ATL,24,138,115.6,113.8,1.8,64.1,2,19.3,32.9,69.3,50,0.1,55.2,58.2,103.39,48.6,D. Dedmon , D. Bembry , J. Collins , K. Huerter , T. Young
L. Aldridge - D. DeRozan - D. Bertans - B. Forbes - D. White,SAS,32,138,118.5,96.6,21.9,59.4,2.83,20.3,15.5,81.2,51.2,0.1,61.2,64.8,103.92,63,L. Aldridge , D. DeRozan , D. Bertans , B. Forbes , D. White
D. Augustin - N. Vucevic - T. Ross - E. Fournier - J. Isaac,ORL,38,137,104.7,100.3,4.4,59.5,2,17.2,33.8,80.6,56.2,0.1,50.4,53.2,103.8,53.4,D. Augustin , N. Vucevic , T. Ross , E. Fournier , J. Isaac
J. Holiday - W. Johnson - N. Mirotic - E. Moore - A. Davis,NOP,10,136,108,111.7,-3.7,69.5,1.98,21.3,27.2,74,51.7,0.2,55.3,57.2,105.8,48.9,J. Holiday , W. Johnson , N. Mirotic , E. Moore , A. Davis
L. Aldridge - R. Gay - M. Belinelli - D. DeRozan - P. Mills,SAS,39,135,105.1,96.6,8.5,58.6,1.63,16.4,25.7,75.7,51.4,0.1,50.8,55.4,103.84,53.5,L. Aldridge , R. Gay , M. Belinelli , D. DeRozan , P. Mills
D. Jordan - H. Barnes - D. Finney-Smith - D. Smith Jr. - L. Doncic,DAL,14,134,101.4,99,2.4,49.5,1,13.5,27,69.9,49.3,0.2,51.9,55.3,102.7,49.7,D. Jordan , H. Barnes , D. Finney-Smith , D. Smith Jr. , L. Doncic
L. James - J. McGee - L. Ball - K. Kuzma - J. Hart,LAL,13,133,111.9,97,14.9,61.1,2,19.8,23.7,74.2,50.7,0.1,57,58.7,106.43,58.7,L. James , J. McGee , L. Ball , K. Kuzma , J. Hart
T. Young - D. Collison - B. Bogdanovic - V. Oladipo - D. Sabonis,IND,17,133,114.8,111.2,3.6,65.9,2.77,20.6,26.3,77.8,49.4,0.1,55.1,58.3,101.38,53.3,T. Young , D. Collison , B. Bogdanovic , V. Oladipo , D. Sabonis
D. Howard - J. Wall - M. Morris - B. Beal - O. Porter Jr.,WAS,8,129,107.2,118.6,-11.5,62,1.63,19.6,23.2,69,46.5,0.2,57.3,58.4,104.06,45.4,D. Howard , J. Wall , M. Morris , B. Beal , O. Porter Jr.
P. Tucker - E. Gordon - J. Harden - C. Capela - D. House Jr.,HOU,18,129,112.2,97.5,14.7,48.6,1,13.5,40,75.2,58.5,0.2,54.7,58.7,104.43,54.6,P. Tucker , E. Gordon , J. Harden , C. Capela , D. House Jr.
B. Lopez - E. Bledsoe - K. Middleton - G. Antetokounmpo - S. Brown,MIL,32,128,96.6,110,-13.4,55.5,1.56,16.2,18.1,80.1,48.8,0.1,48.6,51.7,109.15,42.1,B. Lopez , E. Bledsoe , K. Middleton , G. Antetokounmpo , S. Brown
D. Rose - J. Teague - T. Gibson - A. Wiggins - K. Towns,MIN,22,127,122.3,111.3,11,61.7,2.16,20.2,35,71.9,55.1,0.1,59.8,63.4,106.48,58,D. Rose , J. Teague , T. Gibson , A. Wiggins , K. Towns
R. Rubio - J. Crowder - R. Gobert - R. O'Neale - D. Mitchell,UTA,33,125,107.1,109.1,-2,60.2,1.86,17.2,26.4,78,53.4,0.1,54.9,59.3,107.15,51.6,R. Rubio , J. Crowder , R. Gobert , R. O'Neale , D. Mitchell
P. Tucker - E. Gordon - J. Harden - J. Ennis III - C. Capela,HOU,15,124,111.9,106.9,5.1,61.7,1.65,18.5,27,69.4,49.1,0.2,57.2,60.9,101.33,51.7,P. Tucker , E. Gordon , J. Harden , J. Ennis III , C. Capela
P. Tucker - J. Harden - A. Rivers - C. Capela - D. House Jr.,HOU,13,122,114.3,118.4,-4.1,56.3,1.36,14.5,25.6,69.5,47.3,0.1,53.4,60.4,101.16,45,P. Tucker , J. Harden , A. Rivers , C. Capela , D. House Jr.
D. Waiters - K. Olynyk - J. Winslow - J. Richardson - B. Adebayo,MIA,11,121,123.4,109.3,14,66.4,2.2,22.4,20.9,74.2,52.1,0.1,66.2,67.6,98.21,60.5,D. Waiters , K. Olynyk , J. Winslow , J. Richardson , B. Adebayo
M. Conley - M. Gasol - G. Temple - J. Green - K. Anderson,MEM,24,121,104.8,107.1,-2.2,67,1.86,18.8,28.2,75.9,51.8,0.1,54.2,57.8,100.27,49,M. Conley , M. Gasol , G. Temple , J. Green , K. Anderson
M. Gortat - D. Gallinari - P. Beverley - A. Bradley - T. Harris,LAC,15,121,98.4,104.3,-5.9,55.1,1.14,14.2,29.9,72.4,51.1,0.2,46.1,51.4,100.85,44.8,M. Gortat , D. Gallinari , P. Beverley , A. Bradley , T. Harris
R. Gay - M. Belinelli - P. Mills - D. Bertans - J. Poeltl,SAS,31,118,111.8,90,21.8,55.5,1.97,17.2,27.5,70.1,50.2,0.1,56.6,59.1,107.97,59.4,R. Gay , M. Belinelli , P. Mills , D. Bertans , J. Poeltl
J. Holiday - E. Moore - A. Davis - E. Payton - J. Randle,NOP,12,116,127.7,108.5,19.2,62.8,2.53,21.1,28.4,76,54.3,0.1,63.3,66.9,106.04,61.7,J. Holiday , E. Moore , A. Davis , E. Payton , J. Randle
L. Williams - P. Beverley - M. Scott - M. Harrell - T. Wallace,LAC,19,116,122.4,105,17.5,52.8,2.13,18.1,31.3,67.4,50.8,0.1,60.8,62.8,108.37,59.9,L. Williams , P. Beverley , M. Scott , M. Harrell , T. Wallace
T. Evans - C. Joseph - B. Bogdanovic - D. McDermott - D. Sabonis,IND,24,116,100.4,98,2.5,54.9,1.56,16.5,31.7,76.3,53.2,0.1,50.2,52.7,101.16,52.1,T. Evans , C. Joseph , B. Bogdanovic , D. McDermott , D. Sabonis
J. Teague - T. Gibson - A. Wiggins - K. Towns - J. Okogie,MIN,11,115,111.7,99.2,12.5,53.8,1.3,15.8,35,70.5,53.2,0.2,53.2,57.2,106.94,54.7,J. Teague , T. Gibson , A. Wiggins , K. Towns , J. Okogie
L. Aldridge - R. Gay - D. DeRozan - P. Mills - B. Forbes,SAS,35,115,108.4,99.6,8.8,51.5,2.36,15.8,25.4,77.2,52.2,0.1,51.4,56.3,104.15,55,L. Aldridge , R. Gay , D. DeRozan , P. Mills , B. Forbes
A. Burks - R. Hood - C. Osman - A. Zizic - C. Sexton,CLE,10,113,94.1,105.9,-11.8,59.5,1.61,15.6,24.4,79,48.3,0.1,45.3,48.3,100.7,40.3,A. Burks , R. Hood , C. Osman , A. Zizic , C. Sexton
T. Evans - C. Joseph - D. McDermott - D. Sabonis - T. Leaf,IND,17,113,103.2,98.8,4.4,50,1.58,15.1,32.1,79.1,54.1,0.1,51.1,53.1,106.68,47.2,T. Evans , C. Joseph , D. McDermott , D. Sabonis , T. Leaf
M. Plumlee - T. Lyles - M. Beasley - J. Hernangomez - M. Morris,DEN,25,112,98.4,90.9,7.5,52.6,1.39,15,30.5,76.8,53.4,0.1,48.4,51.3,106.94,51.3,M. Plumlee , T. Lyles , M. Beasley , J. Hernangomez , M. Morris
T. Young - D. Collison - C. Joseph - B. Bogdanovic - M. Turner,IND,17,112,106.1,91.2,14.9,65.6,3.05,19.4,22.1,72.5,46.8,0.1,51.2,55,97.48,59,T. Young , D. Collison , C. Joseph , B. Bogdanovic , M. Turner
D. Augustin - N. Vucevic - E. Fournier - J. Simmons - A. Gordon,ORL,18,110,107.5,101.3,6.2,63.8,2.07,19.4,21.6,79.6,49.5,0.1,53.9,56.4,100.3,50.5,D. Augustin , N. Vucevic , E. Fournier , J. Simmons , A. Gordon
