LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
K. Lowry - S. Ibaka - D. DeRozan - J. Valanciunas - N. Powell,TOR,35,272,105.9,110.9,-5,62.6,1.67,18,22.1,73.5,48.4,0.1,53.9,57.4,101.18,47.8,K. Lowry , S. Ibaka , D. DeRozan , J. Valanciunas , N. Powell
D. Nowitzki - W. Matthews - H. Barnes - D. Smith Jr. - M. Kleber,DAL,29,271,97.8,113.2,-15.5,60.3,1.94,17.6,16.2,80.2,46.7,0.1,49.5,51.9,96.83,41.3,D. Nowitzki , W. Matthews , H. Barnes , D. Smith Jr. , M. Kleber
T. Ariza - C. Paul - P. Tucker - J. Harden - C. Capela,HOU,21,267,108.8,104.9,4,59.3,1.44,16.4,30.9,68.6,49.2,0.2,51.8,55.3,95.95,51.7,T. Ariza , C. Paul , P. Tucker , J. Harden , C. Capela
T. Gibson - J. Butler - A. Wiggins - T. Jones - K. Towns,MIN,21,261,118.8,95.1,23.7,60.8,2.82,19.2,31.5,77.9,54.9,0.1,53.6,57.5,94.04,64.5,T. Gibson , J. Butler , A. Wiggins , T. Jones , K. Towns
B. Griffin - I. Smith - A. Drummond - R. Bullock - S. Johnson,DET,21,258,102.5,95.3,7.2,55.8,1.5,16.2,24.3,79.9,53.5,0.1,50.5,54.5,103.5,54,B. Griffin , I. Smith , A. Drummond , R. Bullock , S. Johnson
C. Anthony - R. Westbrook - P. George - S. Adams - T. Ferguson,OKC,31,236,112.4,115.3,-2.9,55.8,1.57,16.9,39.6,68.9,53,0.2,52,53.9,99.68,46.4,C. Anthony , R. Westbrook , P. George , S. Adams , T. Ferguson
D. Howard - M. Williams - K. Walker - M. Kidd-Gilchrist - J. Lamb,CHA,25,232,105.8,104.1,1.7,48.4,1.36,14.1,29.9,77.4,53.9,0.1,49.9,53.6,100.71,50.6,D. Howard , M. Williams , K. Walker , M. Kidd-Gilchrist, J. Lamb
D. Nowitzki - D. Harris - J. Barea - D. Powell - Y. Ferrell,DAL,34,231,112.2,91,21.1,70.2,2.48,21.2,21.1,76.8,51.2,0.1,56.9,60.8,98.39,65.8,D. Nowitzki , D. Harris , J. Barea , D. Powell , Y. Ferrell
B. Lopez - K. Caldwell-Pope - B. Ingram - L. Ball - K. Kuzma,LAL,19,225,102,102.2,-0.2,56.6,1.51,16.7,25.8,72.7,49.1,0.1,50.7,52.6,105.52,49.2,B. Lopez , K. Caldwell-Pope , B. Ingram , L. Ball , K. Kuzma
E. Bledsoe - J. Henson - K. Middleton - G. Antetokounmpo - M. Brogdon,MIL,23,224,114.4,101.3,13,53.4,1.55,16.5,32.2,74.9,54.4,0.1,53.1,58.5,96.56,57.4,E. Bledsoe , J. Henson , K. Middleton , G. Antetokounmpo , M. Brogdon
B. Biyombo - E. Fournier - J. Simmons - E. Payton - A. Gordon,ORL,16,219,103.1,110.7,-7.6,68,1.75,19.1,28.4,71.2,49.7,0.2,49.6,52.9,97.99,46.2,B. Biyombo , E. Fournier , J. Simmons , E. Payton , A. Gordon
B. Lopez - K. Caldwell-Pope - L. Nance Jr. - B. Ingram - L. Ball,LAL,15,219,98.3,102.4,-4.1,60.5,1.46,16.8,24.3,72.7,48.6,0.2,48.1,51.4,101.08,47.2,B. Lopez , K. Caldwell-Pope , L. Nance Jr. , B. Ingram , L. Ball
B. Lopez - K. Caldwell-Pope - J. Randle - L. Ball - K. Kuzma,LAL,12,217,102.2,111.3,-9,61.1,1.52,17.1,22.1,75.6,48.5,0.1,51.3,54.5,99.57,43.3,B. Lopez , K. Caldwell-Pope , J. Randle , L. Ball , K. Kuzma
T. Ariza - E. Gordon - R. Anderson - J. Harden - C. Capela,HOU,25,217,121.2,99.1,22.1,63.5,1.94,19,28.3,76.9,53.5,0.1,58.4,62.3,99.96,60.3,T. Ariza , E. Gordon , R. Anderson , J. Harden , C. Capela
M. Gortat - J. Wall - B. Beal - O. Porter Jr. - K. Oubre Jr.,WAS,24,204,110.6,95.5,15.2,62.1,1.72,17.6,25.5,73.7,50.4,0.1,52.7,57.6,103.79,59.3,M. Gortat , J. Wall , B. Beal , O. Porter Jr. , K. Oubre Jr.
R. Rondo - J. Holiday - N. Mirotic - E. Moore - A. Davis,NOP,21,204,114.6,95.8,18.9,60.3,2.03,19.2,26.3,73.2,51.3,0.1,57,59.3,105.85,59.8,R. Rondo , J. Holiday , N. Mirotic , E. Moore , A. Davis
G. Dragic - J. Johnson - H. Whiteside - T. Johnson - J. Richardson,MIA,26,202,101.4,101.9,-0.5,58.3,1.42,16.9,27.1,77,52,0.2,50.5,54.1,102.01,50.8,G. Dragic , J. Johnson , H. Whiteside , T. Johnson , J. Richardson
M. Gortat - M. Morris - B. Beal - O. Porter Jr. - T. Frazier,WAS,15,201,100,105.1,-5.1,61,2.11,18.2,22.1,79.1,49,0.1,49.4,51.5,93.84,47.5,M. Gortat , M. Morris , B. Beal , O. Porter Jr. , T. Frazier
C. Anthony - R. Westbrook - P. George - S. Adams - A. Abrines,OKC,38,198,109.4,107.4,2,53.3,1.68,15.7,31.4,78,52.6,0.1,52.8,56.3,106.74,49.6,C. Anthony , R. Westbrook , P. George , S. Adams , A. Abrines
N. Vucevic - E. Fournier - J. Simmons - E. Payton - A. Gordon,ORL,16,198,107.7,118.5,-10.8,55.2,1.78,16.9,22,72.3,45,0.1,54.1,57.1,104.11,42.9,N. Vucevic , E. Fournier , J. Simmons , E. Payton , A. Gordon
R. Lopez - J. Holiday - J. Grant - D. Valentine - L. Markkanen,CHI,29,197,94.8,101.2,-6.4,64.9,1.4,17.6,25.8,81.9,52.6,0.2,48.1,50.5,99.45,44.3,R. Lopez , J. Holiday , J. Grant , D. Valentine , L. Markkanen
M. Gasol - T. Evans - J. Green - A. Harrison - D. Brooks,MEM,21,196,108.9,98.2,10.7,60.2,1.85,19.1,24.4,76.5,51.8,0.1,56.3,58.8,93.17,58,M. Gasol , T. Evans , J. Green , A. Harrison , D. Brooks
R. Rubio - J. Crowder - R. Gobert - J. Ingles - D. Mitchell,UTA,20,194,114.9,84.6,30.3,63.3,1.85,17.4,30.3,75.6,53.6,0.1,53.5,59.1,102.78,68.8,R. Rubio , J. Crowder , R. Gobert , J. Ingles , D. Mitchell
D. Augustin - N. Vucevic - E. Fournier - J. Simmons - A. Gordon,ORL,16,191,106.3,105.4,0.9,66.5,1.91,20.1,16.6,76.4,47.6,0.1,56.5,58.3,102.78,49.7,D. Augustin , N. Vucevic , E. Fournier , J. Simmons , A. Gordon
L. Aldridge - D. Green - P. Mills - K. Anderson - D. Murray,SAS,21,189,105.9,93.9,12,55.8,1.86,17.4,30.6,76.5,53.6,0.1,51.1,53,95.24,56.4,L. Aldridge , D. Green , P. Mills , K. Anderson , D. Murray
J. Holiday - D. Cunningham - D. Cousins - E. Moore - A. Davis,NOP,15,188,106.1,100,6.1,67.9,1.78,20.4,23.9,78.2,52.3,0.2,54.1,56.7,100.69,57.4,J. Holiday , D. Cunningham , D. Cousins , E. Moore , A. Davis
T. Ariza - C. Paul - R. Anderson - J. Harden - C. Capela,HOU,17,187,119.8,109.3,10.5,62.9,2.04,20.6,19.1,81.3,49.6,0.1,62.8,63.9,101.23,52.2,T. Ariza , C. Paul , R. Anderson , J. Harden , C. Capela
W. Matthews - H. Barnes - S. Mejri - Y. Ferrell - D. Smith Jr.,DAL,35,185,102.9,106.2,-3.3,45.8,1.57,13.5,22,76,48.8,0.1,51.4,55.5,100.16,48.9,W. Matthews , H. Barnes , S. Mejri , Y. Ferrell , D. Smith Jr.
W. Chandler - M. Plumlee - G. Harris - N. Jokic - J. Murray,DEN,17,182,109.3,105.2,4,61.9,1.6,18.6,31.6,72.2,53.2,0.2,53.8,57.3,95.79,54.8,W. Chandler , M. Plumlee , G. Harris , N. Jokic , J. Murray
N. Vucevic - T. Ross - E. Fournier - E. Payton - A. Gordon,ORL,11,180,109.5,110.5,-0.9,62.7,1.89,19.9,22.1,70.6,46.9,0.1,56.9,58.6,104.21,50.6,N. Vucevic , T. Ross , E. Fournier , E. Payton , A. Gordon
B. Lopez - K. Caldwell-Pope - J. Randle - B. Ingram - J. Hart,LAL,10,175,117.9,108.4,9.5,57.5,1.85,19.7,24.4,78.8,52.8,0.1,61.2,62.1,101.46,52.6,B. Lopez , K. Caldwell-Pope, J. Randle , B. Ingram , J. Hart
C. Anthony - R. Westbrook - P. George - S. Adams - J. Huestis,OKC,28,175,118.1,106.4,11.8,49.4,1.59,16,39.4,67.6,53.6,0.1,55.3,58.2,98.95,55.9,C. Anthony , R. Westbrook , P. George , S. Adams , J. Huestis
Z. Randolph - B. Bogdanovic - W. Cauley-Stein - D. Fox - J. Jackson,SAC,14,174,104.4,112.1,-7.6,59.1,1.63,18.8,19.8,78.5,50.4,0.2,54.9,56.3,98.52,48,Z. Randolph , B. Bogdanovic , W. Cauley-Stein, D. Fox , J. Jackson
R. Rubio - J. Jerebko - D. Favors - J. Ingles - D. Mitchell,UTA,23,173,101.4,102.5,-1.1,64.3,1.61,18.8,21.7,80.4,48.9,0.2,53,55.5,98.2,48.1,R. Rubio , J. Jerebko , D. Favors , J. Ingles , D. Mitchell
B. Griffin - I. Smith - A. Drummond - R. Bullock - J. Ennis III,DET,15,165,99.7,114.8,-15.1,61.4,1.5,17.3,31.8,73.5,52.1,0.2,50,52,96.51,41.8,B. Griffin , I. Smith , A. Drummond , R. Bullock , J. Ennis III
E. Turner - A. Aminu - C. McCollum - S. Napier - J. Nurkic,POR,18,165,98.2,110,-11.8,46.2,1.45,13.8,23.8,72.4,47.3,0.1,46.6,50,98.37,42.9,E. Turner , A. Aminu , C. McCollum , S. Napier , J. Nurkic
I. Mahinmi - J. Meeks - M. Scott - T. Frazier - K. Oubre Jr.,WAS,26,165,104.7,109.9,-5.2,70.9,1.88,18.6,33.1,71,51.3,0.1,47,52.9,98.86,46.2,I. Mahinmi , J. Meeks , M. Scott , T. Frazier , K. Oubre Jr.
L. Williams - D. Jordan - T. Harris - A. Rivers - S. Thornwell,LAC,16,163,115.7,107.4,8.4,52,1.67,16.6,33.1,72.9,53.8,0.1,55.8,59.4,99.43,54.2,L. Williams , D. Jordan , T. Harris , A. Rivers , S. Thornwell
T. Ariza - P. Tucker - E. Gordon - J. Harden - C. Capela,HOU,30,160,107.2,100.3,6.9,60.2,1.51,15.4,34.6,76,53.5,0.1,48.2,53.7,100.16,50.6,T. Ariza , P. Tucker , E. Gordon , J. Harden , C. Capela
I. Mahinmi - J. Meeks - T. Satoransky - M. Scott - K. Oubre Jr.,WAS,25,159,99.4,105.3,-5.9,66.7,1.42,17.5,26.8,72,50,0.2,50,54.1,95.81,45.3,I. Mahinmi , J. Meeks , T. Satoransky , M. Scott , K. Oubre Jr.
E. Okafor - R. Rondo - J. Holiday - E. Moore - A. Davis,NOP,15,157,109.8,103.2,6.6,61,2.63,20.4,24.9,72.8,49.6,0.1,53,54.7,106.19,55.8,E. Okafor , R. Rondo , J. Holiday , E. Moore , A. Davis
P. Gasol - L. Aldridge - D. Green - P. Mills - K. Anderson,SAS,17,156,107.8,99.7,8.2,69.8,3.1,20.8,23.9,72.2,49.3,0.1,50.5,53.6,93.8,58.4,P. Gasol , L. Aldridge , D. Green , P. Mills , K. Anderson
T. Chandler - T. Warren - D. Booker - M. Chriss - T. Ulis,PHX,18,155,114.8,109.8,5,58,1.55,18.6,39.6,73.1,57.2,0.2,58,59.7,101.19,53.2,T. Chandler , T. Warren , D. Booker , M. Chriss , T. Ulis
A. Bradley - I. Smith - T. Harris - A. Drummond - R. Bullock,DET,12,154,103.8,116.2,-12.4,63.2,2.21,18.7,28,75.4,48.5,0.1,49,51.1,99.26,42.6,A. Bradley , I. Smith , T. Harris , A. Drummond , R. Bullock
A. Horford - K. Irving - M. Smart - J. Brown - J. Tatum,BOS,30,151,109.3,107.1,2.1,64.6,1.95,18.5,26.7,64.2,46.7,0.1,55.6,59.5,104.01,53.7,A. Horford , K. Irving , M. Smart , J. Brown , J. Tatum
A. Horford - K. Irving - M. Morris - J. Brown - J. Tatum,BOS,22,148,104.8,113.4,-8.6,60.5,1.53,17.6,19.9,73.9,47.5,0.2,53.7,57.3,99.92,46.8,A. Horford , K. Irving , M. Morris , J. Brown , J. Tatum
P. Gasol - L. Aldridge - D. Green - K. Anderson - D. Murray,SAS,17,148,96.7,105.8,-9.1,60.2,1.39,17.5,27.3,86.2,56.9,0.2,50,52.6,96.03,50.2,P. Gasol , L. Aldridge , D. Green , K. Anderson , D. Murray
D. Gallinari - D. Jordan - B. Griffin - P. Beverley - A. Rivers,LAC,8,147,109.4,102.2,7.2,49.5,1.2,14.4,36.3,69.6,53.1,0.2,52.5,56.1,90.03,55.4,D. Gallinari , D. Jordan , B. Griffin , P. Beverley , A. Rivers
W. Ellington - K. Olynyk - J. Winslow - J. Richardson - B. Adebayo,MIA,16,144,108.6,89.5,19.1,73.9,2.26,21.2,28.9,81.3,55.2,0.1,54.3,56.9,95.72,63.4,W. Ellington , K. Olynyk , J. Winslow , J. Richardson , B. Adebayo
Z. Randolph - G. Hill - G. Temple - B. Bogdanovic - W. Cauley-Stein,SAC,15,144,104.3,119.1,-14.8,54.4,1.41,16.2,29.3,73.2,49.8,0.2,50,53.3,93.13,42.1,Z. Randolph , G. Hill , G. Temple , B. Bogdanovic , W. Cauley-Stein
D. West - S. Livingston - A. Iguodala - K. Thompson - D. Green,GSW,21,139,100,90.6,9.4,75.8,1.75,23,24.3,73.6,53.6,0.2,55.5,57.5,95.43,62.7,D. West , S. Livingston , A. Iguodala , K. Thompson , D. Green
Z. Randolph - G. Hill - G. Temple - S. Labissiere - D. Fox,SAC,11,134,100.4,112.6,-12.3,46.8,1.21,14.5,26.9,79,51.9,0.2,50,52.3,93.82,41.5,Z. Randolph , G. Hill , G. Temple , S. Labissiere , D. Fox
D. Howard - N. Batum - K. Walker - M. Kidd-Gilchrist - F. Kaminsky,CHA,36,133,113.8,119.5,-5.7,67.3,3.8,20.2,22.1,77.1,46.6,0.1,55.8,58.5,100.16,46.9,D. Howard , N. Batum , K. Walker , M. Kidd-Gilchrist, F. Kaminsky
C. Paul - P. Tucker - L. Mbah a Moute - J. Harden - C. Capela,HOU,19,131,120.1,103,17.1,54.6,1.79,17.1,18.8,72.9,49.1,0.1,64,67.3,97.64,60.1,C. Paul , P. Tucker , L. Mbah a Moute , J. Harden , C. Capela
D. Nowitzki - W. Matthews - H. Barnes - Y. Ferrell - D. Smith Jr.,DAL,25,130,103.5,116.4,-12.9,50.5,1.59,15,16.7,76.2,45.3,0.1,52.8,56.5,103.1,41.9,D. Nowitzki , W. Matthews , H. Barnes , Y. Ferrell , D. Smith Jr.
R. Felton - P. George - P. Patterson - A. Abrines - J. Grant,OKC,31,130,91.3,111.8,-20.5,52.6,1.21,12.5,20,67,41,0.1,44.5,50.3,97.32,34.6,R. Felton , P. George , P. Patterson , A. Abrines , J. Grant
E. Turner - E. Davis - C. McCollum - S. Napier - Z. Collins,POR,23,128,101.6,109.9,-8.3,41,1.21,12.9,25.2,76,50,0.1,48.4,51.7,92.94,45.3,E. Turner , E. Davis , C. McCollum , S. Napier , Z. Collins
M. Beasley - C. Lee - E. Kanter - T. Hardaway Jr. - E. Mudiay,NYK,13,128,100,116.8,-16.8,58,1.81,16.8,30.7,73.9,49.6,0.1,46.6,49.5,102.76,40.9,M. Beasley , C. Lee , E. Kanter , T. Hardaway Jr. , E. Mudiay
A. Iguodala - K. Durant - S. Curry - K. Thompson - D. Green,GSW,28,127,118.5,114.9,3.5,65.8,2.48,19.2,22.2,71,46.4,0.1,59.5,64.6,110.66,53.8,A. Iguodala , K. Durant , S. Curry , K. Thompson , D. Green
D. Carroll - A. Crabbe - S. Dinwiddie - D. Russell - J. Allen,BKN,14,127,113.8,108.8,5,73,2.61,21.4,27.5,68.3,46.5,0.1,52.4,55.4,98.14,51,D. Carroll , A. Crabbe , S. Dinwiddie , D. Russell , J. Allen
D. Howard - M. Williams - K. Walker - J. Lamb - D. Bacon,CHA,16,127,117.5,102.7,14.9,53.5,1.69,16.7,31.2,74,54.5,0.1,58.7,60.3,99.96,59.5,D. Howard , M. Williams , K. Walker , J. Lamb , D. Bacon
W. Matthews - H. Barnes - D. Powell - Y. Ferrell - D. Smith Jr.,DAL,37,127,108.5,97.2,11.3,54.9,1.75,16,21.2,67.6,46.1,0.1,56.1,60.6,104.75,56.2,W. Matthews , H. Barnes , D. Powell , Y. Ferrell , D. Smith Jr.
G. Dragic - H. Whiteside - D. Waiters - J. Winslow - J. Richardson,MIA,11,125,93,88.7,4.3,48.4,1.13,13.8,21.3,77,50.4,0.2,47.5,50.9,98.57,52.8,G. Dragic , H. Whiteside , D. Waiters , J. Winslow , J. Richardson
J. Crawford - N. Bjelica - G. Dieng - A. Wiggins - T. Jones,MIN,46,125,97.2,103.2,-6,50.5,1.53,13.4,29.6,67.4,48.7,0.1,48.7,53.4,108.07,46.5,J. Crawford , N. Bjelica , G. Dieng , A. Wiggins , T. Jones
C. Anthony - R. Westbrook - P. George - S. Adams - J. Grant,OKC,22,123,113.8,113.4,0.5,61.5,1.56,17.9,38.7,71.4,55.2,0.2,53.5,57.8,102.26,50,C. Anthony , R. Westbrook , P. George , S. Adams , J. Grant
J. Henson - K. Middleton - T. Snell - G. Antetokounmpo - M. Brogdon,MIL,16,123,112.9,106.3,6.6,56.4,1.63,18.3,22.8,77,51.4,0.1,61.3,63.4,99.28,53.4,J. Henson , K. Middleton , T. Snell , G. Antetokounmpo , M. Brogdon
J. Teague - T. Gibson - J. Butler - G. Dieng - A. Wiggins,MIN,37,123,103.4,116.1,-12.7,51.4,1.74,15.4,26,76.4,49.3,0.1,51.1,55.6,102.79,46.2,J. Teague , T. Gibson , J. Butler , G. Dieng , A. Wiggins
M. Beasley - K. O'Quinn - D. McDermott - R. Baker - F. Ntilikina,NYK,15,120,113.8,106.9,6.9,55.8,2,18.1,27.4,68.5,49.6,0.1,55.9,59.2,96.76,53.7,M. Beasley , K. O'Quinn , D. McDermott , R. Baker , F. Ntilikina
J. Lamb - M. Carter-Williams - J. O'Bryant III - F. Kaminsky - T. Graham,CHA,15,119,100,103.6,-3.6,52.9,2,14.2,28,76.1,48.8,0.1,43.9,48.8,98.75,43.4,J. Lamb , M. Carter-Williams, J. O'Bryant III , F. Kaminsky , T. Graham
K. Bazemore - D. Schroder - D. Dedmon - T. Prince - J. Collins,ATL,16,118,108.7,102.4,6.3,63.2,1.6,19.4,23.1,69.9,48.1,0.2,57.9,60.8,102.58,54.6,K. Bazemore , D. Schroder , D. Dedmon , T. Prince , J. Collins
R. Rubio - D. Favors - R. Gobert - R. Hood - J. Ingles,UTA,11,118,100,104,-4,61.7,1.49,17.2,28.2,78,51.5,0.2,49.1,52.6,100.57,46.3,R. Rubio , D. Favors , R. Gobert , R. Hood , J. Ingles
E. Davis - C. McCollum - S. Napier - P. Connaughton - Z. Collins,POR,24,117,111.3,91.1,20.3,52.4,1.83,16.5,35.3,79.2,58.5,0.1,54.1,56.7,97.14,63.2,E. Davis , C. McCollum , S. Napier , P. Connaughton , Z. Collins
T. Sefolosha - R. Rubio - D. Favors - J. Ingles - D. Mitchell,UTA,16,117,108.3,110.7,-2.5,64.4,1.68,20.2,23,78.5,51.7,0.2,60,61.4,99.56,49.4,T. Sefolosha , R. Rubio , D. Favors , J. Ingles , D. Mitchell
