LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
E. Gordon - K. Porter Jr. - J. Green - A. Sengun - J. Smith Jr.,HOU,29,426,107.1,118.9,-11.8,50.4,1.27,15,29.3,73.5,50.8,0.2,51.9,55.2,99.56,44.2,E. Gordon , K. Porter Jr. , J. Green , A. Sengun , J. Smith Jr.
M. Turner - B. Hield - A. Nembhard - T. Haliburton - A. Nesmith,IND,32,415,118.7,115.1,3.7,65.4,2.32,21,18.6,67.2,44,0.1,59.8,62.4,99.88,51.2,M. Turner , B. Hield , A. Nembhard , T. Haliburton , A. Nesmith
D. Mitchell - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,34,398,121.6,114.6,6.9,59.3,2.05,20.3,25.3,76.9,52.1,0.1,61.3,63.9,97.82,52.8,D. Mitchell , J. Allen , D. Garland , I. Okoro , E. Mobley
P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr. - S. Barnes,TOR,28,380,113.7,113.3,0.4,64.3,2.78,19.1,25.5,74.1,47.3,0.1,52.5,55.8,98.88,49.6,P. Siakam , F. VanVleet , O. Anunoby , G. Trent Jr. , S. Barnes
P. Tucker - J. Harden - T. Harris - J. Embiid - T. Maxey,PHI,30,366,121,108.5,12.5,63.7,2.32,20,25,79.3,53.8,0.1,58,62.5,95.69,56.8,P. Tucker , J. Harden , T. Harris , J. Embiid , T. Maxey
J. Valanciunas - C. McCollum - B. Ingram - H. Jones - T. Murphy III,NOP,32,358,116.9,117.8,-0.9,62.7,2.16,19.7,28.5,76.9,52.9,0.1,55.9,59.1,99.62,50.3,J. Valanciunas , C. McCollum , B. Ingram , H. Jones , T. Murphy III
S. Curry - K. Thompson - D. Green - A. Wiggins - K. Looney,GSW,27,331,128,106.1,21.9,78.3,2.97,25.4,24.7,74.9,52.5,0.1,65,67,103.81,60.5,S. Curry , K. Thompson , D. Green , A. Wiggins , K. Looney
S. Dinwiddie - D. Finney-Smith - M. Bridges - N. Claxton - C. Johnson,BKN,24,328,111.3,108.2,3.1,64.5,2.37,19.2,23.9,70.4,48.4,0.1,53.4,57,98.41,53.7,S. Dinwiddie , D. Finney-Smith , M. Bridges , N. Claxton , C. Johnson
K. Caldwell-Pope - A. Gordon - N. Jokic - J. Murray - B. Brown,DEN,37,326,118.4,109.9,8.5,69.7,2.43,21.7,28.6,74.8,52.5,0.1,59.8,62.7,101.6,56.7,K. Caldwell-Pope , A. Gordon , N. Jokic , J. Murray , B. Brown
J. Poeltl - P. Siakam - F. VanVleet - O. Anunoby - S. Barnes,TOR,17,313,119.1,109.6,9.5,66.4,2.64,21.2,32.4,72.5,50.5,0.1,55.4,58.3,97.38,53.2,J. Poeltl , P. Siakam , F. VanVleet , O. Anunoby , S. Barnes
M. Conley - K. Olynyk - J. Clarkson - L. Markkanen - J. Vanderbilt,UTA,25,303,112,113,-1,73.8,1.88,20.8,30.7,71.9,50.9,0.2,54.6,57.5,100.89,48.6,M. Conley , K. Olynyk , J. Clarkson , L. Markkanen , J. Vanderbilt
K. Lowry - J. Butler - B. Adebayo - C. Martin - T. Herro,MIA,25,302,112.1,108,4.1,62.2,2.03,18.8,25.3,74.6,49.4,0.1,53.8,57.4,97.01,52.5,K. Lowry , J. Butler , B. Adebayo , C. Martin , T. Herro
S. Gilgeous-Alexander - L. Dort - J. Giddey - J. Williams - J. Williams,OKC,24,289,109.4,111.5,-2.1,51.7,1.65,16.1,25.9,70.5,47.5,0.1,52.7,55.6,103.64,47.1,S. Gilgeous-Alexander , L. Dort , J. Giddey , J. Williams , J. Williams
D. DeRozan - P. Beverley - N. Vucevic - Z. LaVine - A. Caruso,CHI,16,267,115.6,100.9,14.7,56.1,2.58,19.1,18.8,78.3,50.3,0.1,56.9,59.8,94.88,57.4,D. DeRozan , P. Beverley , N. Vucevic , Z. LaVine , A. Caruso
H. Barnes - D. Sabonis - K. Huerter - D. Mitchell - K. Murray,SAC,46,266,123.2,114.7,8.6,68.8,2.9,22.6,18.8,77.9,48.7,0.1,64.9,66.6,99.79,53.1,H. Barnes , D. Sabonis , K. Huerter , D. Mitchell , K. Murray
D. Murray - J. Collins - T. Young - D. Hunter - O. Okongwu,ATL,40,265,111.6,107.7,3.8,49.2,1.55,15.6,22.9,70.6,47.8,0.1,55.7,60.1,105.25,51.5,D. Murray , J. Collins , T. Young , D. Hunter , O. Okongwu
D. Lillard - J. Grant - J. Hart - A. Simons - D. Eubanks,POR,34,263,116.2,115.7,0.6,60,2.45,18,23.4,74.4,48.2,0.1,55.1,59.6,101.16,50.1,D. Lillard , J. Grant , J. Hart , A. Simons , D. Eubanks
R. Gobert - D. Russell - K. Towns - A. Edwards - J. McDaniels,MIN,17,260,108.2,104.2,4,60.2,1.35,18.3,29.3,72.2,53.3,0.2,55.7,58.4,100.97,53.5,R. Gobert , D. Russell , K. Towns , A. Edwards , J. McDaniels
M. Conley - R. Gobert - K. Anderson - A. Edwards - J. McDaniels,MIN,19,253,119.1,110.7,8.3,61.7,2.39,19.8,31.6,71.3,51.7,0.1,57.4,59,98.87,53.7,M. Conley , R. Gobert , K. Anderson , A. Edwards , J. McDaniels
R. Gobert - K. Anderson - D. Russell - A. Edwards - J. McDaniels,MIN,19,253,114.6,101.7,12.9,59.5,1.73,19.1,19.4,71.9,48.7,0.1,59.6,62.6,100.7,57.1,R. Gobert , K. Anderson , D. Russell , A. Edwards , J. McDaniels
K. Durant - K. Irving - R. O'Neale - B. Simmons - N. Claxton,BKN,20,251,115.4,111.2,4.2,64.6,2.39,21.7,21.5,67.3,47.5,0.1,61,62.2,97.2,54.6,K. Durant , K. Irving , R. O'Neale , B. Simmons , N. Claxton
B. Bogdanovic - K. Hayes - I. Stewart - J. Ivey - J. Duren,DET,19,249,108,124.2,-16.3,63.7,1.49,18,30.7,72.3,51.2,0.2,51.3,55.6,99.44,42.1,B. Bogdanovic , K. Hayes , I. Stewart , J. Ivey , J. Duren
D. Booker - C. Payne - T. Craig - M. Bridges - D. Ayton,PHX,18,241,113.5,114.3,-0.8,62.9,2.21,19.4,28.5,69.2,48,0.1,53.6,56.5,101.02,48.3,D. Booker , C. Payne , T. Craig , M. Bridges , D. Ayton
B. Lopez - J. Holiday - G. Antetokounmpo - P. Connaughton - G. Allen,MIL,32,232,116.5,110.3,6.2,60.1,2.11,19.1,26.8,82.5,55,0.1,58.4,59.9,105.77,53.3,B. Lopez , J. Holiday , G. Antetokounmpo , P. Connaughton , G. Allen
C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,29,231,113.4,98.3,15.1,56.1,1.85,17.3,33,74.4,54.4,0.1,55.1,58.3,98.34,59.6,C. LeVert , D. Mitchell , J. Allen , D. Garland , E. Mobley
C. Paul - D. Booker - T. Craig - J. Okogie - D. Ayton,PHX,17,229,119.5,107.1,12.3,63.2,2.78,20.7,26.4,69.9,48.4,0.1,57.1,60.2,99.99,56.6,C. Paul , D. Booker , T. Craig , J. Okogie , D. Ayton
K. Love - J. Butler - B. Adebayo - G. Vincent - T. Herro,MIA,16,227,111.4,111.1,0.4,60.5,1.82,18.7,22.6,78.2,50.3,0.1,55.2,58.5,98.43,50.7,K. Love , J. Butler , B. Adebayo , G. Vincent , T. Herro
K. Caldwell-Pope - A. Gordon - N. Jokic - B. Brown - M. Porter Jr.,DEN,34,224,122.1,108.1,13.9,70.7,2.53,22.4,24.5,74.7,51,0.1,60.3,64.1,105.46,57.2,K. Caldwell-Pope , A. Gordon , N. Jokic , B. Brown , M. Porter Jr.
J. Randle - J. Brunson - R. Barrett - Q. Grimes - J. Sims,NYK,19,222,116.1,126.6,-10.6,48.7,2.27,15.7,25.9,75.6,49.7,0.1,53.6,56.9,96.02,43.2,J. Randle , J. Brunson , R. Barrett , Q. Grimes , J. Sims
B. Bogdanovic - S. Bey - I. Stewart - C. Cunningham - J. Ivey,DET,11,215,113.6,119.6,-6,58.7,1.64,16.5,29.6,73.5,51.3,0.1,52,57.6,103.72,47.5,B. Bogdanovic , S. Bey , I. Stewart , C. Cunningham , J. Ivey
D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - P. Williams,CHI,27,201,116.6,108.9,7.7,57.3,2.23,18.1,16.2,74.5,46.2,0.1,58.1,62.9,99.42,54.7,D. DeRozan , N. Vucevic , Z. LaVine , A. Caruso , P. Williams
G. Hayward - M. Plumlee - T. Rozier - P. Washington - L. Ball,CHA,14,199,110.7,112.8,-2,69.9,2.21,20.6,24.5,77.7,49.1,0.1,53.8,56.1,105.59,47.9,G. Hayward , M. Plumlee , T. Rozier , P. Washington , L. Ball
R. Bullock - T. Hardaway Jr. - S. Dinwiddie - C. Wood - L. Doncic,DAL,12,198,114,117.5,-3.5,56,2.74,18.6,12.2,71.1,43,0.1,57,59.3,93.24,48,R. Bullock , T. Hardaway Jr. , S. Dinwiddie , C. Wood , L. Doncic
M. Plumlee - T. Rozier - P. Washington - J. McDaniels - L. Ball,CHA,18,197,118.2,123.4,-5.1,58.6,2.48,18.6,26.9,73.2,48.3,0.1,54.8,58.4,102.68,47.6,M. Plumlee , T. Rozier , P. Washington , J. McDaniels , L. Ball
M. Fultz - M. Wagner - B. Bol - F. Wagner - P. Banchero,ORL,14,193,106.7,113.4,-6.7,58.5,1.28,16.7,32.2,74.3,53.4,0.2,51.4,55.7,102.81,48.4,M. Fultz , M. Wagner , B. Bol , F. Wagner , P. Banchero
J. Poeltl - K. Johnson - D. Vassell - T. Jones - J. Sochan,SAS,18,189,110.3,111,-0.8,67.8,2.14,20.6,30.7,71.6,49.6,0.1,52.9,54.7,101.47,48.5,J. Poeltl , K. Johnson , D. Vassell , T. Jones , J. Sochan
B. Lopez - J. Holiday - G. Antetokounmpo - G. Allen - J. Carter,MIL,25,186,114.2,97.3,16.9,59.7,1.93,18.9,27.7,79.5,54.6,0.1,56,58.6,105.77,59.1,B. Lopez , J. Holiday , G. Antetokounmpo , G. Allen , J. Carter
P. Siakam - F. VanVleet - G. Trent Jr. - P. Achiuwa - S. Barnes,TOR,17,183,119.7,117.5,2.2,57.6,2.11,18.5,29.9,73.8,50.3,0.1,56.2,59.6,99.48,49.7,P. Siakam , F. VanVleet , G. Trent Jr. , P. Achiuwa , S. Barnes
A. Horford - M. Smart - J. Brown - J. Tatum - G. Williams,BOS,20,179,110.8,109.8,1,65.5,2.55,19.4,18.2,76.9,46.4,0.1,54.3,57.5,100.44,49.5,A. Horford , M. Smart , J. Brown , J. Tatum , G. Williams
T. Hardaway Jr. - S. Dinwiddie - D. Powell - D. Finney-Smith - L. Doncic,DAL,18,171,126.4,121.5,4.9,57.7,2.2,18.6,29.3,73.5,50.8,0.1,61.7,63.3,96.83,50,T. Hardaway Jr. , S. Dinwiddie , D. Powell , D. Finney-Smith , L. Doncic
S. Curry - K. Thompson - D. Green - K. Looney - D. DiVincenzo,GSW,20,170,114.7,94.7,20.1,77,1.91,22.3,32.6,77.6,55.9,0.2,58.4,60.3,105.68,61.5,S. Curry , K. Thompson , D. Green , K. Looney , D. DiVincenzo
K. Lowry - B. Adebayo - C. Martin - M. Strus - T. Herro,MIA,16,167,117.1,105.8,11.3,66.4,2.3,20.6,20.4,79.2,51.7,0.1,58.4,62.3,99.71,55.6,K. Lowry , B. Adebayo , C. Martin , M. Strus , T. Herro
J. Randle - J. Brunson - M. Robinson - Q. Grimes - I. Quickley,NYK,27,165,109.6,101.8,7.8,46.5,1.54,13.9,29.3,74.4,51.9,0.1,51,54.8,95.41,51.4,J. Randle , J. Brunson , M. Robinson , Q. Grimes , I. Quickley
P. George - M. Morris Sr. - K. Leonard - R. Jackson - I. Zubac,LAC,13,164,113.1,107.7,5.4,56.2,1.6,17.3,23,84,55,0.1,57.5,60.8,98.35,51.2,P. George , M. Morris Sr. , K. Leonard , R. Jackson , I. Zubac
R. Bullock - S. Dinwiddie - D. Powell - D. Finney-Smith - L. Doncic,DAL,15,162,115.6,106.6,9,54.1,1.85,16.8,23.1,67.8,44.9,0.1,57.5,59.6,95.2,52.3,R. Bullock , S. Dinwiddie , D. Powell , D. Finney-Smith , L. Doncic
S. Adams - D. Brooks - J. Jackson Jr. - J. Morant - J. Konchar,MEM,15,162,115.3,104.6,10.7,48.4,1.6,15.7,31.7,77.3,55.9,0.1,55.7,58.4,104.18,56.4,S. Adams , D. Brooks , J. Jackson Jr. , J. Morant , J. Konchar
B. Beal - K. Porzingis - K. Kuzma - M. Morris - D. Avdija,WAS,18,157,123.1,111.3,11.7,64.6,2.26,20.5,28.8,76.5,53.3,0.1,58.3,61.7,99.52,56.4,B. Beal , K. Porzingis , K. Kuzma , M. Morris , D. Avdija
S. Curry - K. Thompson - D. Green - A. Wiggins - J. Poole,GSW,24,155,107.5,109.5,-2,69.9,1.96,19.9,17.5,68.2,43.4,0.1,55.1,59.1,114.89,48.8,S. Curry , K. Thompson , D. Green , A. Wiggins , J. Poole
D. Mitchell - J. Allen - D. Garland - L. Stevens - E. Mobley,CLE,12,153,115.2,118.1,-2.9,61.5,1.8,21,25.6,75.2,53.1,0.2,61.7,63.4,94.98,52.2,D. Mitchell , J. Allen , D. Garland , L. Stevens , E. Mobley
N. Vucevic - Z. LaVine - C. White - P. Williams - A. Dosunmu,CHI,39,148,96.4,108,-11.7,62.1,1.93,17.3,21.5,76.7,47.9,0.1,49.8,52.9,106.19,44.9,N. Vucevic , Z. LaVine , C. White , P. Williams , A. Dosunmu
T. Jones - D. Brooks - J. Jackson Jr. - X. Tillman - D. Bane,MEM,13,148,116.7,112.5,4.2,61.5,2.76,20.7,19.9,73.8,46.2,0.1,58,59.1,103.93,52.3,T. Jones , D. Brooks , J. Jackson Jr. , X. Tillman , D. Bane
K. Olynyk - L. Markkanen - T. Horton-Tucker - O. Agbaji - W. Kessler,UTA,10,147,122.7,111.4,11.3,62.9,1.64,19.4,45.6,78.9,63.4,0.2,57.4,60,100.34,56.2,K. Olynyk , L. Markkanen , T. Horton-Tucker , O. Agbaji , W. Kessler
K. Thompson - D. Green - K. Looney - D. DiVincenzo - J. Poole,GSW,22,147,114,114.6,-0.5,66.4,2.23,19.4,34.5,68.8,51.9,0.1,54.5,56.7,102.94,50.1,K. Thompson , D. Green , K. Looney , D. DiVincenzo , J. Poole
J. Butler - B. Adebayo - C. Martin - G. Vincent - T. Herro,MIA,22,143,118,101.3,16.6,62.3,2.17,18.8,27,76.5,52.7,0.1,55.5,61.3,99.64,59.5,J. Butler , B. Adebayo , C. Martin , G. Vincent , T. Herro
M. Plumlee - K. Oubre Jr. - T. Rozier - P. Washington - J. McDaniels,CHA,12,143,105.9,104,1.9,60.3,2.15,17.3,26.8,73,48.4,0.1,49.1,52.2,101.61,49.1,M. Plumlee , K. Oubre Jr. , T. Rozier , P. Washington , J. McDaniels
D. Brooks - J. Jackson Jr. - J. Morant - X. Tillman - D. Bane,MEM,13,142,107.4,103.5,3.9,68,2.02,19.9,22.4,73.5,48.7,0.1,52.8,56.2,104.82,51.1,D. Brooks , J. Jackson Jr. , J. Morant , X. Tillman , D. Bane
P. George - M. Morris Sr. - K. Leonard - I. Zubac - T. Mann,LAC,10,142,133,118.1,14.8,59.6,3.52,21.4,23.9,77.4,52.4,0.1,63.5,65.8,92.22,54.8,P. George , M. Morris Sr. , K. Leonard , I. Zubac , T. Mann
M. Turner - B. Hield - A. Nembhard - T. Haliburton - J. Smith,IND,13,135,108.9,111.6,-2.7,68.6,1.88,20,21.5,71.7,46.1,0.1,55.3,58,104.02,47.4,M. Turner , B. Hield , A. Nembhard , T. Haliburton , J. Smith
C. McCollum - L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III,NOP,24,133,116.8,103.5,13.3,60.2,2.15,18.6,26.8,71.7,49,0.1,57.1,61,102.14,57.4,C. McCollum , L. Nance Jr. , B. Ingram , H. Jones , T. Murphy III
K. Olynyk - J. Clarkson - L. Markkanen - C. Sexton - J. Vanderbilt,UTA,12,133,133.8,118.1,15.7,66.7,1.91,22.6,32.4,68.7,52.5,0.2,67.4,70.4,99.65,56.6,K. Olynyk , J. Clarkson , L. Markkanen , C. Sexton , J. Vanderbilt
E. Gordon - J. Green - K. Martin Jr. - A. Sengun - J. Smith Jr.,HOU,10,132,118.1,130.9,-12.8,59.1,1.95,19.6,27.9,70.5,49.2,0.1,59.4,61.7,104.04,45,E. Gordon , J. Green , K. Martin Jr. , A. Sengun , J. Smith Jr.
M. Wagner - B. Bol - C. Anthony - F. Wagner - J. Suggs,ORL,17,132,109.1,99,10.1,58.9,1.57,17.1,24.8,72.9,50.2,0.1,52.6,58.3,105.13,58.7,M. Wagner , B. Bol , C. Anthony , F. Wagner , J. Suggs
D. DeRozan - A. Drummond - C. White - P. Williams - A. Dosunmu,CHI,24,131,114.2,104.6,9.6,54.8,2.34,17.6,29.5,69.5,49.4,0.1,56.9,59.3,102.69,55.9,D. DeRozan , A. Drummond , C. White , P. Williams , A. Dosunmu
B. Bogdanovic - D. Murray - O. Okongwu - J. Johnson - A. Griffin,ATL,24,129,116.5,111.4,5.1,56.6,1.73,18.5,35,75.8,56.1,0.2,57.1,58.9,97.49,52.4,B. Bogdanovic , D. Murray , O. Okongwu , J. Johnson , A. Griffin
D. DeRozan - P. Beverley - N. Vucevic - Z. LaVine - P. Williams,CHI,14,129,95.3,127,-31.6,66.3,1.69,18.1,14.2,65.1,37.7,0.1,48.8,52.6,97.09,34.4,D. DeRozan , P. Beverley , N. Vucevic , Z. LaVine , P. Williams
C. Paul - K. Durant - D. Booker - J. Okogie - D. Ayton,PHX,8,128,116.5,103.8,12.7,67.3,2.3,20.5,25.7,69,49.8,0.1,59.8,62.9,99.31,60.8,C. Paul , K. Durant , D. Booker , J. Okogie , D. Ayton
S. Adams - D. Brooks - J. Jackson Jr. - J. Morant - D. Bane,MEM,11,128,114.7,101.8,13,53.7,2.03,16.2,36.9,77.6,56.6,0.1,49.1,53,104.29,53.5,S. Adams , D. Brooks , J. Jackson Jr. , J. Morant , D. Bane
J. Harden - T. Harris - J. Embiid - D. Melton - T. Maxey,PHI,27,127,112.8,108,4.8,70.7,1.84,19,29.7,76.1,53.5,0.1,53.1,61.1,100.01,55.5,J. Harden , T. Harris , J. Embiid , D. Melton , T. Maxey
J. Randle - M. Robinson - R. Barrett - Q. Grimes - I. Quickley,NYK,13,122,107.4,112.7,-5.4,53,2.04,15.9,27.1,72.3,50,0.1,49.8,52.6,97.13,48.2,J. Randle , M. Robinson , R. Barrett , Q. Grimes , I. Quickley
K. Porzingis - K. Kuzma - M. Morris - D. Avdija - C. Kispert,WAS,12,122,102.7,107.3,-4.6,62.7,2,18.8,12.7,70.3,44.5,0.1,54.2,56.8,102.66,50.1,K. Porzingis , K. Kuzma , M. Morris , D. Avdija , C. Kispert
L. James - P. Beverley - D. Schroder - T. Bryant - T. Brown Jr.,LAL,13,120,130.4,111.6,18.9,57,3.14,19.5,27.7,70.4,50.2,0.1,62.7,65.6,101.16,59.2,L. James , P. Beverley , D. Schroder , T. Bryant , T. Brown Jr.
B. Beal - K. Porzingis - K. Kuzma - M. Morris - D. Gafford,WAS,13,119,118.5,113.5,5.1,61.5,1.8,20.7,26.2,75.9,54.6,0.2,59.9,62.6,100.68,51.1,B. Beal , K. Porzingis , K. Kuzma , M. Morris , D. Gafford
B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo - G. Allen,MIL,16,119,134.5,122.4,12.1,56.3,2.48,20.2,27,78,55.2,0.1,66.2,69.7,103.66,55.6,B. Lopez , J. Holiday , K. Middleton , G. Antetokounmpo , G. Allen
J. Randle - I. Hartenstein - J. Brunson - R. Barrett - C. Reddish,NYK,9,118,111.3,119,-7.7,57.1,2,16.3,30,71.3,48.7,0.1,48.9,54.7,100.77,46.6,J. Randle , I. Hartenstein , J. Brunson , R. Barrett , C. Reddish
K. Durant - K. Irving - J. Harris - R. O'Neale - N. Claxton,BKN,11,118,103.2,95.3,7.8,54,1.69,16.7,15.7,77.6,47.9,0.1,54.6,56.9,103.78,57.1,K. Durant , K. Irving , J. Harris , R. O'Neale , N. Claxton
A. Horford - J. Brown - J. Tatum - D. White - G. Williams,BOS,17,117,114.8,101.7,13.1,59.4,2,17.8,28.2,78.7,54.5,0.1,54.6,58.6,99.37,57.7,A. Horford , J. Brown , J. Tatum , D. White , G. Williams
J. Valanciunas - C. McCollum - N. Marshall - H. Jones - T. Murphy III,NOP,16,117,122,112.1,9.9,62.4,1.79,19.1,37.7,77,57.3,0.2,57.3,61.1,99.1,53.9,J. Valanciunas , C. McCollum , N. Marshall , H. Jones , T. Murphy III
J. Randle - I. Hartenstein - J. Brunson - Q. Grimes - I. Quickley,NYK,30,115,125.8,112.8,13.1,45.5,1.85,14.9,40.4,65.9,53.9,0.1,56.7,61.1,99.46,58.4,J. Randle , I. Hartenstein , J. Brunson , Q. Grimes , I. Quickley
M. Turner - B. Hield - A. Nembhard - T. Haliburton - B. Mathurin,IND,26,114,118.7,102.9,15.8,59.2,2.1,18.2,29.2,65.3,48.7,0.1,58.7,62.4,102.2,58.5,M. Turner , B. Hield , A. Nembhard , T. Haliburton , B. Mathurin
J. Valanciunas - C. McCollum - B. Ingram - Z. Williamson - H. Jones,NOP,10,113,118.1,111.9,6.3,52.7,2.19,17.7,34.2,75.4,55.5,0.1,55,57.3,100.11,52.6,J. Valanciunas , C. McCollum , B. Ingram , Z. Williamson , H. Jones
J. Poeltl - K. Johnson - R. Langford - T. Jones - J. Sochan,SAS,13,112,116.6,124.6,-8,59.1,3.25,18.8,34.6,72.9,51.9,0.1,50.4,53.3,99.86,48.5,J. Poeltl , K. Johnson , R. Langford , T. Jones , J. Sochan
R. Westbrook - P. George - M. Morris Sr. - K. Leonard - I. Zubac,LAC,7,112,108,93.4,14.6,63.4,1.94,19.4,24.8,74.8,51.2,0.1,53.6,55.7,103.01,58.2,R. Westbrook , P. George , M. Morris Sr. , K. Leonard , I. Zubac
A. Horford - M. Smart - J. Brown - M. Brogdon - J. Tatum,BOS,25,110,110.5,114.7,-4.2,59.1,1.11,16.3,30.9,67.2,51,0.2,57.3,62.8,105.42,49.7,A. Horford , M. Smart , J. Brown , M. Brogdon , J. Tatum
E. Fournier - J. Randle - J. Brunson - M. Robinson - R. Barrett,NYK,7,110,107.7,116.9,-9.2,48.5,1.53,15.3,30.6,72.3,49.3,0.1,51.1,53.3,102.44,40.8,E. Fournier , J. Randle , J. Brunson , M. Robinson , R. Barrett
K. Irving - S. Curry - J. Harris - R. O'Neale - N. Claxton,BKN,17,110,116,110.4,5.6,60.2,3.65,19.9,19.8,68.9,47.6,0.1,58.9,60.9,100.29,55.3,K. Irving , S. Curry , J. Harris , R. O'Neale , N. Claxton
H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Murray,SAC,21,105,122.6,112.6,10,47.6,2.08,15.5,30.8,76.3,52.5,0.1,57,61.6,107.86,54.3,H. Barnes , D. Sabonis , D. Fox , M. Monk , K. Murray
D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - A. Dosunmu,CHI,29,104,111.7,105.4,6.3,49.5,1.68,16.1,23.7,70.1,48.5,0.1,55.4,59.9,102.84,53.3,D. DeRozan , N. Vucevic , Z. LaVine , A. Caruso , A. Dosunmu
K. Lowry - J. Butler - B. Adebayo - C. Martin - M. Strus,MIA,17,101,128.1,107.2,20.8,69.7,2.14,20.9,34.4,69.9,53.4,0.1,59.9,64.9,97.65,59.9,K. Lowry , J. Butler , B. Adebayo , C. Martin , M. Strus
C. LeVert - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,14,100,126.7,118,8.7,65.4,2.62,22.3,37.2,67.4,51.9,0.1,62.2,62.5,97.49,54.8,C. LeVert , J. Allen , D. Garland , I. Okoro , E. Mobley
M. Turner - B. Hield - T. Haliburton - A. Nesmith - J. Smith,IND,9,100,119.2,120.2,-1,76.6,3.6,23.6,19.6,83.3,50.3,0.1,58.6,61.6,102.67,50.6,M. Turner , B. Hield , T. Haliburton , A. Nesmith , J. Smith
P. George - M. Morris Sr. - R. Jackson - I. Zubac - L. Kennard,LAC,8,100,109.3,98.5,10.8,57,1.32,18.1,20,81.7,54.6,0.2,59.2,61.2,97.6,57,P. George , M. Morris Sr. , R. Jackson , I. Zubac , L. Kennard
S. Adams - D. Brooks - J. Morant - D. Bane - S. Aldama,MEM,12,100,113.3,101.9,11.4,57.8,1.63,16.7,43.1,80.4,59.6,0.2,50.7,53.9,100.83,53.7,S. Adams , D. Brooks , J. Morant , D. Bane , S. Aldama
