RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
259,John Collins,ATL,24,54,26,28,30.8,72.7,27.3,62.8,9.8,21.9,5.1,15.3,12.6,53,79.3,20.7,98.4,1.6,82.9,17.1
259,Jose Alvarado,NOP,24,54,25,29,15.4,62.6,37.4,60,7.9,29.1,10.9,10.9,16.1,52.1,30.3,69.7,96.9,3.1,46.6,53.4
259,Josh Giddey,OKC,19,54,17,37,31.5,68.2,31.8,66.8,7.4,24.9,14.4,8.3,12.9,59.3,30.2,69.8,82.1,17.9,40.6,59.4
259,Josh Hart,POR,27,54,20,34,33.2,62.6,37.4,53,4.7,27.1,25.9,19.9,14.1,48.3,47.2,52.8,74,26,54,46
259,Marcus Morris Sr.,LAC,32,54,26,28,29,60.2,39.8,48,25.5,36.5,4.2,15.5,10.1,22.4,32.7,67.3,90.1,9.9,52,48
259,Serge Ibaka,MIL,32,54,30,24,16.3,66.6,33.4,60.8,11,30.4,6,8.8,9,49.9,70.3,29.7,100,0,77.7,22.3
269,De'Andre Hunter,ATL,24,53,28,25,29.8,66.1,33.9,50.8,11.8,31.3,10.3,17.9,15,38.9,66.1,33.9,93.2,6.8,74,26
269,Frank Jackson,DET,24,53,9,44,22,42.2,57.8,38.6,5.7,46.1,11.6,15.3,16.3,32.9,67.6,32.4,94.2,5.8,79.4,20.6
269,Tony Snell,NOP,30,53,19,34,15.5,25.1,74.9,25.7,4.3,72.2,5.3,2.1,15,21.4,75,25,95.6,4.4,88.4,11.6
269,Xavier Tillman,MEM,23,53,35,18,13.2,77.3,22.7,69.8,3.2,11.9,17.5,18.3,20.2,66.7,67,33,90,10,69.4,30.6
273,Aaron Nesmith,BOS,22,52,32,20,11,36.8,63.2,41.8,8.2,47.4,13.8,10.8,15.8,33.7,80.5,19.5,93.5,6.5,86.1,13.9
273,Moses Moody,GSW,20,52,35,17,11.7,39.9,60.1,35.1,4.4,52.6,7.9,12.3,11.4,30.7,70,30,100,0,85,15
273,Rodney Hood,LAC,29,52,30,22,13.6,42,58,34.4,11,55.2,11.7,10.4,12.9,23.3,53.6,46.4,83.3,16.7,69,31
273,Taj Gibson,NYK,37,52,24,28,18.2,77.1,22.9,62,8.7,19.7,3.1,18.3,12.7,53.3,67.6,32.4,100,0,73.3,26.7
273,Thaddeus Young,TOR,34,52,27,25,16.3,82.4,17.6,77,3.1,15.8,8.4,7.2,9,73.9,52.4,47.6,100,0,58.2,41.8
273,Timothe Luwawu-Cabarrot,ATL,27,52,30,22,13.2,34.4,65.6,26.4,1.8,58.1,12.3,15.5,18.9,24.7,70,30,97.7,2.3,86.5,13.5
279,Brandon Boston Jr.,LAC,20,51,26,25,14.9,65.8,34.2,53.1,16.3,29.7,14.6,17.2,16.3,36.7,61.5,38.5,58.8,41.2,60.8,39.2
279,Dean Wade,CLE,25,51,27,24,19.2,34.6,65.4,35.7,5.2,56.9,10.4,7.4,16,30.5,56.3,43.8,98,2,77.8,22.2
279,Derrick Jones Jr.,CHI,25,51,28,23,17.6,68.7,31.3,59.4,0.7,21,15,19.6,14,58.7,70.6,29.4,100,0,76.2,23.8
279,Doug McDermott,SAS,30,51,21,30,24,44.9,55.1,37,6.2,56.1,16.3,6.9,10.2,30.8,85,15,99.1,0.9,92.1,7.9
279,Jalen Smith,IND,22,51,29,22,18.1,65.1,34.9,57.9,6.4,25.5,6.2,16.6,13,51.5,72.1,27.9,100,0,78.4,21.6
279,Josh Jackson,SAC,25,51,12,39,16.3,56.7,43.3,53,8.5,30.2,15.5,16.8,17.4,44.5,51.7,48.3,87.9,12.1,61.7,38.3
279,Kristaps Porzingis,WAS,26,51,26,25,29,67.1,32.9,53.2,12.8,22.7,7.3,24.1,11.2,40.4,68.2,31.8,98.7,1.3,75,25
279,Luguentz Dort,OKC,23,51,17,34,32.7,46.1,53.9,37.2,2.5,44.5,10.7,18.3,12.8,34.7,49.1,50.9,87.7,12.3,66.2,33.8
279,Rodney McGruder,DET,30,51,13,38,14.8,35.1,64.9,29.3,5.1,63.7,13.2,7,15.4,24.2,65,35,100,0,85.7,14.3
279,Theo Maledon,OKC,21,51,14,37,17.8,52.7,47.3,41.6,2.2,36.6,8.6,21.8,11.4,39.3,45.3,54.7,86.4,13.6,60.5,39.5
289,Aaron Wiggins,OKC,23,50,13,37,24.2,59.1,40.9,54.8,1.9,30.3,15.4,14.9,14.4,52.9,56.1,43.9,97.6,2.4,67.3,32.7
289,Dylan Windler,CLE,25,50,28,22,9.2,28.6,71.4,29.1,0,57.3,9.1,13.6,13.6,29.1,81.3,18.8,95.2,4.8,89.2,10.8
289,Elfrid Payton,PHX,28,50,39,11,11,89.7,10.3,84,5.3,8,4.7,8,9.3,78.7,27,73,75,25,29.9,70.1
289,Goga Bitadze,IND,22,50,17,33,14.6,68.3,31.7,61.9,0.6,19.8,7.2,18.3,13.2,61.3,69.4,30.6,100,0,74.8,25.2
289,Joshua Primo,SAS,19,50,22,28,19.3,49.3,50.7,41,4.2,43.8,11.8,15.2,14.6,36.8,52.5,47.5,92.9,7.1,69.3,30.7
289,Nick Richards,CHA,24,50,25,25,7.3,100,0,80,2.7,0,13.3,20,12.7,77.3,78.3,21.7,0,0,78.3,21.7
289,Willy Hernangomez,NOP,28,50,22,28,16.8,96.3,3.7,73.3,0.9,2.6,6.4,24.1,15.5,72.4,68.7,31.3,100,0,69.4,30.6
296,Cam Reddish,NYK,22,49,20,29,20.7,54.9,45.1,39.8,8,39.8,13.3,20.4,13.5,31.8,52.5,47.5,83.3,16.7,64.8,35.2
296,Gordon Hayward,CHA,32,49,26,23,31.9,64.3,35.7,50.6,14.1,33.2,16.7,16.2,16.2,36.5,57.9,42.1,87.2,12.8,66.8,33.2
296,Jeremiah Robinson-Earl,OKC,21,49,15,34,22.2,49.1,50.9,41.5,4.4,47.5,7.7,11,14.2,37.2,75,25,100,0,85.8,14.2
296,Josh Okogie,MIN,23,49,23,26,10.5,54.8,45.2,42.1,0,31.6,9,26.3,24.8,42.1,60.7,39.3,100,0,73.8,26.2
296,Kenrich Williams,OKC,27,49,17,32,21.9,61.8,38.2,57.9,9.9,33.9,10.5,8.2,19.6,47.9,59,41,82.9,17.1,65.8,34.2
296,Sterling Brown,DAL,27,49,31,18,12.8,40.6,59.4,38.8,6.3,52.5,13.8,8.7,18.8,32.5,77.4,22.6,85.7,14.3,81.4,18.6
296,Wesley Matthews,MIL,35,49,33,16,20.5,28.6,71.4,27.3,0,63.9,14.5,8.8,9.6,27.3,64.7,35.3,98.1,1.9,85.1,14.9
303,Davon Reed,DEN,27,48,29,19,13.9,46.6,53.4,42.1,13.4,53.1,10,4.8,14.8,28.7,59.1,40.9,91.9,8.1,74.1,25.9
303,DeAndre Jordan,PHI,33,48,26,22,13,100,0,89.3,0,0,7.8,10.7,10.2,89.3,79.3,20.7,0,0,79.3,20.7
303,DeMarcus Cousins,DEN,31,48,33,15,14.9,62.3,37.7,52.1,1.4,25.8,4.9,22.1,8.8,50.7,59.8,40.2,100,0,69.8,30.2
303,Duane Washington Jr.,IND,22,48,12,36,20.2,49.6,50.4,38.9,8,51.4,14.8,9.7,9.3,30.9,52.2,47.8,92.6,7.4,71.1,28.9
303,Greg Brown III,POR,20,48,14,34,13.3,67.9,32.1,55.1,1.8,25.3,14.2,19.6,18.2,53.3,64.5,35.5,100,0,72.8,27.2
303,Jalen Suggs,ORL,21,48,16,32,27.2,64.2,35.8,55.3,7.4,22.3,17.7,22.4,16.1,47.9,36.5,63.5,66.7,33.3,42.9,57.1
303,Justise Winslow,POR,26,48,24,24,16.1,74.3,25.7,69.3,3.6,16.4,13.5,14.3,19.3,65.7,69.5,30.5,100,0,73.6,26.4
303,Kessler Edwards,BKN,21,48,22,26,20.6,49.1,50.9,43.7,9.9,50.7,14.1,5.6,14.4,33.8,64.5,35.5,100,0,80,20
303,Marvin Bagley III,DET,23,48,17,31,23.9,78.3,21.7,74.8,3.7,12.8,8,12.4,15,71.1,65.8,34.2,91.3,8.7,68.4,31.6
303,O.G. Anunoby,TOR,24,48,31,17,36,54.5,45.5,47.2,7.3,42,15.6,10.8,21.5,39.9,46.4,53.6,87,13,61.5,38.5
303,Onyeka Okongwu,ATL,21,48,26,22,20.7,100,0,79.6,0,0,4.1,20.4,11.7,79.6,79.5,20.5,0,0,79.5,20.5
303,Romeo Langford,SAS,22,48,24,24,16.1,55.5,44.5,49.5,6.4,39.9,6,10.6,13.8,43.1,72.2,27.8,96.6,3.4,80.7,19.3
303,Stanley Johnson,LAL,26,48,16,32,22.8,58.2,41.8,52.5,5.6,30.9,13.8,16.6,11.3,46.9,54.8,45.2,93.9,6.1,65.8,34.2
303,Thanasis Antetokounmpo,MIL,29,48,26,22,9.9,89.1,10.9,79.5,2.3,3.5,9.9,17,12.9,77.2,63.2,36.8,50,50,62.9,37.1
303,Trendon Watford,POR,21,48,16,32,18.1,85.8,14.2,73.1,1.6,7.4,21.4,19.5,15.4,71.4,57.9,42.1,88.9,11.1,59.9,40.1
303,Ty Jerome,OKC,24,48,15,33,16.7,43.3,56.7,41.2,4.1,47.6,10,11.2,12.9,37.1,30,70,79.6,20.4,51.6,48.4
319,Daniel Theis,BOS,30,47,20,27,20.8,63.2,36.8,61.5,4.2,25.8,5.7,12.7,12.8,57.3,79.7,20.3,97,3,83.4,16.6
319,Jerami Grant,DET,28,47,11,36,31.9,63.7,36.3,45.8,14.8,30.2,8.1,24,13.8,31,49.8,50.2,96.7,3.3,64.1,35.9
319,LaMarcus Aldridge,BKN,36,47,26,21,22.3,90,10,78.4,37.9,6.9,2.3,14.7,10.2,40.5,74.8,25.2,100,0,76.2,23.8
319,Maurice Harkless,SAC,29,47,15,32,18.4,44.2,55.8,47.9,0.9,42.9,9.2,9.2,12.4,47,78.8,21.2,100,0,86.7,13.3
319,Nic Claxton,BKN,23,47,24,23,20.7,100,0,86.8,0.5,0,11.2,13.2,15.9,86.3,73.6,26.4,0,0,73.6,26.4
324,David Nwaba,HOU,29,46,6,40,13.2,72.2,27.8,60.1,0,19.3,19.3,20.6,19.7,60.1,54.3,45.7,100,0,62.4,37.6
324,Draymond Green,GSW,32,46,34,12,28.9,79,21,68.8,2.3,13.9,12.7,17.3,17.9,66.5,71.4,28.6,100,0,74.8,25.2
324,Lance Stephenson,IND,31,46,11,35,17.7,72.1,27.9,62.5,20.8,21.1,8.9,16.4,15.6,41.7,20,80,59.3,40.7,27.2,72.8
324,Larry Nance Jr.,NOP,29,46,19,27,22.6,71.7,28.3,66,3.1,21.5,10.3,12.5,19,62.9,68.9,31.1,100,0,74.4,25.6
324,Quentin Grimes,NYK,22,46,21,25,17.1,19.6,80.4,16.7,5.8,78.5,15.3,4.8,23.3,10.9,60.9,39.1,95.8,4.2,87.4,12.6
329,Isaiah Roby,OKC,24,45,10,35,21.1,69.3,30.7,53.7,3.1,29.1,10.1,17.2,17.6,50.7,68.9,31.1,90.9,9.1,74.7,25.3
329,Ish Wainright,PHX,27,45,36,9,8,43.3,56.7,40.7,0,52.8,9.3,6.5,6.5,40.7,63.6,36.4,100,0,80.5,19.5
329,Joe Ingles,POR,34,45,28,17,24.9,21.1,78.9,22.8,0.6,72,11.4,5.2,12,22.2,59.5,40.5,75.6,24.4,70.4,29.6
329,Norman Powell,LAC,29,45,15,30,32.4,58.2,41.8,40.6,8.9,37.3,16.3,22.1,18.3,31.7,50.9,49.1,87.7,12.3,64.9,35.1
329,Richaun Holmes,SAC,28,45,16,29,23.9,98.3,1.7,83.8,3,1.3,7.3,14.9,12.2,80.8,75,25,100,0,75.3,24.7
334,Anthony Gill,WAS,29,44,15,29,10.5,76.1,23.9,53.3,0,23.3,5.6,23.4,13.9,53.3,77.1,22.9,100,0,82.3,17.7
334,Gorgui Dieng,ATL,32,44,23,21,8.4,39.3,60.7,31.2,13,56.5,3.2,12.3,7.1,18.2,83.3,16.7,93.1,6.9,88.7,11.3
334,Malachi Flynn,TOR,24,44,25,19,12.2,50.8,49.2,44.4,13.8,47.6,11.1,8,13.8,30.7,21.4,78.6,80,20,45.8,54.2
337,Mike Muscala,OKC,30,43,15,28,13.8,34.3,65.7,25,5.2,61,4.9,14,10.8,19.8,81.4,18.6,100,0,92.9,7.1
337,Wayne Ellington,LAL,34,43,15,28,18.8,11,89,11.1,1.4,85.7,11.1,3.2,13.2,9.8,87.5,12.5,95.1,4.9,93.9,6.1
339,Danuel House Jr.,UTA,29,42,18,24,17.3,40.9,59.1,29,4.8,53.2,19,17.8,23,24.2,75,25,93.2,6.8,85,15
339,Donte DiVincenzo,SAC,25,42,21,21,23.9,35.1,64.9,23.2,2.1,58.4,11.8,18.4,15.3,21.1,47.7,52.3,82.4,17.6,69.5,30.5
339,Ignas Brazdeikis,ORL,23,42,9,33,12.8,53.7,46.3,51.4,2.9,38.6,8.1,10,11.9,48.6,57.4,42.6,92.6,7.4,69.1,30.9
339,Jared Butler,UTA,21,42,31,11,8.6,41.7,58.3,41,11.2,52.2,9.9,6.8,16.1,29.8,18.2,81.8,50,50,32.8,67.2
339,Myles Turner,IND,26,42,15,27,29.4,53.4,46.6,51.5,3.3,33.9,7.6,14.6,10.6,48.1,68.3,31.7,100,0,78,22
339,Nassir Little,POR,22,42,19,23,25.9,51.1,48.9,45.9,4.9,37.3,20,16.8,22.9,41,69.1,30.9,92.2,7.8,77.2,22.8
339,Rui Hachimura,WAS,24,42,16,26,22.5,67.7,32.3,55.6,15.2,34.7,12.4,9.7,12.2,40.4,60.6,39.4,98.2,1.8,71.7,28.3
339,Tim Hardaway Jr.,DAL,30,42,24,18,29.6,42.6,57.4,35.8,16.4,51.2,14,13,9.7,19.4,66.4,33.6,80.4,19.6,73.2,26.8
339,Trey Burke,DAL,29,42,24,18,10.5,61.9,38.1,54.2,22.4,36.4,12.6,9.4,16.8,31.8,25.9,74.1,84.6,15.4,44,56
348,Alex Caruso,CHI,28,41,24,17,28,50.8,49.2,39.5,3.9,41.4,9.9,19.1,21.1,35.5,56.7,43.3,92.9,7.1,71.6,28.4
348,Jericho Sims,NYK,23,41,19,22,13.5,100,0,86.7,0,0,0,13.3,27.8,86.7,79.5,20.5,0,0,79.5,20.5
348,Sandro Mamukelashvili,MIL,23,41,22,19,9.9,54.8,45.2,45.5,1.3,42.9,3.2,11.6,8.4,44.2,62.9,37.1,100,0,77.2,22.8
348,Zeke Nnaji,DEN,21,41,24,17,17,57,43,43.7,3,41.1,9.3,15.2,19.3,40.7,57.6,42.4,94.6,5.4,71.9,28.1
352,Anthony Davis,LAL,29,40,17,23,35.1,89.9,10.1,77,15.5,4.2,9.4,18.8,16.1,61.5,64.7,35.3,84.6,15.4,65.4,34.6
352,Bradley Beal,WAS,29,40,17,23,36,72.8,27.2,61.4,17,20.4,9.1,18.2,12.8,44.4,36.5,63.5,60.3,39.7,40.8,59.2
352,Juancho Hernangomez,UTA,26,40,20,20,11.1,34.9,65.1,30.5,0,55,12.2,14.5,13.7,30.5,80,20,100,0,90.9,9.1
352,Kelly Olynyk,DET,31,40,13,27,19.1,58.4,41.6,48.2,6.6,32.9,9.6,18.9,19.7,41.6,62.5,37.5,87.5,12.5,70.3,29.7
352,Matt Thomas,CHI,27,40,23,17,11.5,32.1,67.9,24.8,23.6,65.2,3.7,10,11.8,1.2,85,15,88.6,11.4,87.3,12.7
352,Miles McBride,NYK,21,40,19,21,9.3,37,63,33.7,9,57.3,12.4,9,23.6,24.7,26.7,73.3,76.5,23.5,53.1,46.9
352,Moses Brown,CLE,22,40,19,21,8.6,100,0,74.9,0,0,9.4,25.1,14,74.9,81.3,18.8,0,0,81.3,18.8
359,Alex Len,SAC,29,39,17,22,15.9,88.1,11.9,74.9,1.7,7.7,7.2,17.4,11.1,73.2,77.3,22.7,100,0,78.7,21.3
359,Derrick Favors,OKC,30,39,15,24,16.7,91.2,8.8,89.3,23.3,2.9,1.9,7.8,12.1,66,83.7,16.3,100,0,84,16
359,Kent Bazemore,LAL,32,39,16,23,14,42.4,57.6,24.2,4.5,65.9,20.5,9.9,19.7,19.7,81.3,18.8,93.1,6.9,88.9,11.1
359,Rajon Rondo,CLE,36,39,16,23,17.9,50,50,39.8,3.2,50,8.1,10.2,9.1,36.6,8.1,91.9,83.9,16.1,42.6,57.4
363,Admiral Schofield,ORL,25,38,10,28,12.3,38.8,61.2,38.4,4.1,53.4,6.8,8.2,13.7,34.2,71.4,28.6,96.2,3.8,83.3,16.7
363,Gary Clark,NOP,27,38,20,18,10,20.5,79.5,9.9,0,83.2,11.9,6.9,4,9.9,80,20,96.4,3.6,93.9,6.1
363,Paul Reed,PHI,23,38,21,17,8,91.7,8.3,89.7,1.7,5.2,11.2,5.1,19,87.9,57.7,42.3,100,0,59.3,40.7
363,Yuta Watanabe,TOR,27,38,21,17,11.7,42.8,57.2,35.6,8.6,49.7,13.5,14.7,13.5,27,65.5,34.5,100,0,82.1,17.9
367,Dennis Smith Jr.,POR,24,37,15,22,17.3,85.7,14.3,70.9,9.7,8.7,14.6,20.4,13.6,61.2,32.9,67.1,50,50,34.2,65.8
367,Jarrett Culver,MEM,23,37,28,9,9.1,65.2,34.8,60,13.8,27.7,18.5,12.3,26.2,46.2,41,59,83.3,16.7,51,49
367,Kemba Walker,NYK,32,37,16,21,25.6,46.2,53.8,35.3,9.3,50.8,9.3,13.9,11.8,26,21.1,78.9,50.7,49.3,35.6,64.4
367,Keon Johnson,POR,20,37,8,29,18.8,63.2,36.8,46.4,1.5,38.2,11.6,15.4,12.7,44.9,48.4,51.6,55.9,44.1,51,49
367,Nathan Knight,MIN,24,37,22,15,7.2,85.2,14.8,59.4,0,8.7,10.1,31.9,10.1,59.4,70.7,29.3,100,0,73.3,26.7
367,Saben Lee,DET,23,37,8,29,16.3,66.1,33.9,52.9,1,20.2,23.6,26.9,21.6,51.9,45.5,54.5,78.6,21.4,52.2,47.8
373,Bismack Biyombo,PHX,29,36,30,6,14.1,100,0,81.9,1.9,0,3.3,18.1,14.3,80,74.4,25.6,0,0,74.4,25.6
373,Brandon Goodwin,CLE,26,36,19,17,13.9,64.3,35.7,52.6,3.5,33.3,7.6,14.1,8.8,49.1,24.4,75.6,63.2,36.8,35.9,64.1
373,Elijah Hughes,POR,24,36,15,21,12.1,34,66,34.9,7.9,59.5,16.7,5.6,19.8,27,50,50,84,16,68.1,31.9
373,Isaiah Jackson,IND,20,36,9,27,15,92.2,7.8,74.7,2,5.1,10.1,20.2,10.4,72.7,75.7,24.3,100,0,76.7,23.3
373,Justin Champagnie,TOR,21,36,21,15,7.8,58.2,41.8,51.9,0,37,11.1,11.1,22.2,51.9,57.1,42.9,100,0,71,29
373,Killian Tillie,MEM,24,36,27,9,12.8,32.3,67.7,27.1,5.1,68.6,9.3,4.3,14.4,22,62.5,37.5,96.3,3.7,83.7,16.3
373,Malcolm Brogdon,IND,29,36,14,22,33.5,65.7,34.3,53.9,9.3,25.3,8.9,20.8,10.3,44.5,24.9,75.1,58.6,41.4,32.9,67.1
373,Robin Lopez,ORL,34,36,9,27,17,97,3,85,2.4,2.4,1.6,12.6,7.9,82.7,51.9,48.1,100,0,52.7,47.3
381,Enes Freedom,BOS,30,35,20,15,11.8,94.8,5.2,76.6,4.7,4.7,2.3,18.7,10.9,71.9,38.8,61.2,100,0,41.2,58.8
381,Leandro Bolmaro,MIN,21,35,19,16,6.9,66.7,33.3,48,0,30,22,22,8,48,58.3,41.7,80,20,64.7,35.3
381,Lonzo Ball,CHI,24,35,22,13,34.6,32.1,67.9,22.9,3.1,72.5,19.1,4.6,14.7,19.8,40.4,59.6,84.5,15.5,70.4,29.6
384,Chris Chiozza,GSW,26,34,21,13,10.9,34.6,65.4,20.9,6,76.1,11.9,3,25.4,14.9,14.3,85.7,76.5,23.5,58.3,41.7
384,Jake Layman,MIN,28,34,20,14,6.8,52.1,47.9,54.3,4.9,29.6,25.9,16.1,14.8,49.4,68.2,31.8,100,0,76.7,23.3
384,Marquese Chriss,DAL,24,34,24,10,10.2,81.3,18.7,70.1,2.6,15.6,7.8,14.3,18.2,67.5,83.3,16.7,100,0,85.5,14.5
384,Ricky Rubio,IND,31,34,20,14,28.5,57.7,42.3,40.4,11.2,39.8,6.7,19.8,14.4,29.2,25.6,74.4,66.1,33.9,41.6,58.4
388,JT Thor,CHA,19,33,18,15,7.9,50.9,49.1,50.7,6,31.3,7.5,18,11.9,44.8,70.6,29.4,100,0,79.2,20.8
388,Paul Millsap,PHI,37,33,22,11,11.4,69.6,30.4,64.3,5.2,20.9,3.5,14.8,14.8,59.1,48.6,51.4,100,0,57.8,42.2
388,Terry Taylor,IND,22,33,7,26,21.6,82.7,17.3,77.4,2.5,11.3,8.2,11.3,13.5,74.8,66.7,33.3,91.7,8.3,68.9,31.1
391,Day'Ron Sharpe,BKN,20,32,12,20,12.2,95.3,4.7,84.8,1,3,6.1,12.2,15.7,83.8,59.5,40.5,100,0,60.5,39.5
391,Dillon Brooks,MEM,26,32,22,10,27.7,71.7,28.3,61.4,13.2,23.4,15.4,15.2,17.3,48.1,47,53,82.6,17.4,54.2,45.8
391,Keifer Sykes,IND,28,32,6,26,17.7,52.6,47.4,46.7,13.3,45,18.3,8.3,24.4,33.3,42.9,57.1,88.9,11.1,60.9,39.1
391,Klay Thompson,GSW,32,32,17,15,29.4,48.3,51.7,40.5,19,52.5,14.7,7,15.2,21.5,63.6,36.4,88.6,11.4,75.2,24.8
391,Luka Garza,DET,23,32,3,29,12.2,66.7,33.3,53.8,6.5,25.8,3.2,20.4,16.7,47.3,52,48,100,0,63.6,36.4
391,Santi Aldama,MEM,21,32,20,12,11.2,63.6,36.4,71.2,1.5,13.6,18.2,15.2,9.8,69.7,63.8,36.2,100,0,67.9,32.1
397,Andre Iguodala,GSW,38,31,20,11,19.4,38.8,61.2,46.8,3.2,41.1,11.3,12.1,18.5,43.5,62.1,37.9,94.1,5.9,73.9,26.1
397,Ed Davis,CLE,33,31,15,16,6.5,100,0,78.6,0,0,0,21.4,14.3,78.6,72.7,27.3,0,0,72.7,27.3
397,James Bouknight,CHA,21,31,15,16,9.8,65.2,34.8,45.1,2.8,35.9,18.3,19,14.1,42.3,43.8,56.3,76.5,23.5,55.1,44.9
397,Keljin Blevins,POR,26,31,4,27,11.3,35.1,64.9,27.4,4.2,66.3,14.7,6.3,15.8,23.2,61.5,38.5,85.7,14.3,76.5,23.5
397,Markus Howard,DEN,23,31,17,14,5.7,30.7,69.3,17.5,4.8,66.7,19,15.8,22.2,12.7,54.5,45.5,82.1,17.9,74.4,25.6
397,Paul George,LAC,32,31,18,13,34.8,59.6,40.4,46.9,19.6,36.2,8.5,16.9,13.9,27.3,22,78,48.4,51.6,31,69
403,Bruno Fernando,HOU,23,30,15,15,5.1,96.4,3.6,79.5,4.5,3.4,4.5,17.1,9.1,75,71.4,28.6,100,0,72.2,27.8
403,Kelan Martin,BOS,26,30,14,16,15,56.1,43.9,56.1,17.5,38.6,14,5.3,9.9,38.6,64.6,35.4,100,0,75.7,24.3
403,Kevin Knox II,ATL,22,30,18,12,7.4,36.5,63.5,34.4,2.2,48.4,18.3,17.2,18.3,32.3,75,25,100,0,87.1,12.9
403,Semi Ojeleye,LAC,27,30,14,16,13.5,49.5,50.5,30.6,4.1,45.9,7.1,23.5,19.4,26.5,73.3,26.7,80,20,76.7,23.3
403,Terence Davis,SAC,25,30,11,19,17.9,44.2,55.8,41.2,4.5,47.3,19,11.5,17.4,36.7,56.3,43.8,79.6,20.4,66.4,33.6
403,Vit Krejci,OKC,22,30,8,22,23,41.3,58.7,38.5,3.2,51.3,12.3,10.2,17.1,35.3,55.6,44.4,90.6,9.4,72.1,27.9
409,Damian Lillard,POR,31,29,12,17,36.4,48.6,51.4,37.4,10.9,39.7,7.9,22.9,11.5,26.5,19.2,80.8,44.6,55.4,29.7,70.3
409,Joe Wieskamp,SAS,22,29,11,18,7.1,23.2,76.8,19.7,6.6,68.9,11.5,11.4,14.8,13.1,50,50,92.9,7.1,80,20
409,Kyrie Irving,BKN,30,29,14,15,37.6,61.2,38.8,47.5,15.6,37.7,12.7,14.8,11.3,31.9,23.3,76.7,59,41,35.6,64.4
412,Skylar Mays,ATL,24,28,17,11,7.9,60.9,39.1,60,7.5,30,2.5,10,8.8,52.5,41.7,58.3,100,0,56.3,43.8
412,Zach Collins,SAS,24,28,14,14,17.9,73.5,26.5,56.9,9.2,19.3,4.1,23.8,13.8,47.7,74.2,25.8,100,0,78.9,21.1
414,Cody Zeller,POR,29,27,13,14,13.1,95.6,4.4,72.9,1.4,0,8.6,27.1,10,71.4,72.5,27.5,0,0,72.5,27.5
414,T.J. McConnell,IND,30,27,9,18,24.2,84.1,15.9,78.6,12.2,13.1,7,8.3,14.4,66.4,25.6,74.4,90,10,32,68
414,Thomas Bryant,WAS,24,27,8,19,16.3,71.6,28.4,64.7,10,17.9,10,17.4,9.5,54.7,73.8,26.2,100,0,77.9,22.1
417,Derrick Rose,NYK,33,26,11,15,24.5,66.4,33.6,54.7,7.1,35.7,13.5,9.6,11.3,47.6,25.9,74.1,75.7,24.3,41,59
417,Sam Hauser,BOS,24,26,20,6,6.1,12,88,12.3,0,87.7,7.7,0,9.2,12.3,75,25,100,0,95.7,4.3
417,Wenyen Gabriel,LAL,25,26,8,18,13.8,74.5,25.5,65.2,0,17,7.1,17.8,7.8,65.2,54.3,45.7,100,0,61.1,38.9
420,Justin Robinson,DET,24,25,13,12,12.1,34.4,65.6,25.6,7.7,69.2,19.2,5.2,19.2,17.9,20,80,77.8,22.2,57.1,42.9
420,Lindy Waters III,OKC,24,25,6,19,18.6,16.6,83.4,18.1,2,79.9,29.6,2,24.6,16.1,72.2,27.8,88.7,11.3,84.5,15.5
420,Nerlens Noel,NYK,28,25,10,15,22.5,95,5,75.3,9.4,0,2.4,24.7,28.2,65.9,75,25,0,0,75,25
423,Brandon Williams,POR,22,24,2,22,26.7,62.4,37.6,47.9,9.1,30.1,9.7,22,14.9,38.8,31.1,68.9,71,29,42.9,57.1
423,Daishen Nix,HOU,20,24,3,21,10.9,61.2,38.8,51.9,0,27.3,13,20.8,10.4,51.9,40,60,71.4,28.6,48.1,51.9
423,Denzel Valentine,UTA,28,24,14,10,9.2,28.8,71.2,17.4,0,82.6,7.2,0,14.5,17.4,33.3,66.7,89.5,10.5,76,24
423,Kevin Pangos,CLE,29,24,16,8,6.9,43.5,56.5,46.2,5.1,46.2,0,7.6,10.3,41,11.1,88.9,33.3,66.7,20,80
423,Kira Lewis Jr.,NOP,21,24,6,18,14.2,60.3,39.7,65.2,5.7,27.7,22.7,7.1,17.7,59.6,45.7,54.3,84.6,15.4,54.2,45.8
423,Trevor Ariza,LAL,37,24,8,16,19.3,25.3,74.7,27.1,0,62.5,11.5,10.4,8.3,27.1,76.9,23.1,100,0,90.9,9.1
423,Usman Garuba,HOU,20,24,2,22,10,54.5,45.5,58.3,0,31.3,8.3,10.4,10.4,58.3,57.1,42.9,100,0,68.4,31.6
430,Alize Johnson,NOP,26,23,14,9,7.3,89.7,10.3,82.9,0,0,22,17.1,14.6,82.9,52.9,47.1,0,0,52.9,47.1
430,Boban Marjanovic,DAL,33,23,15,8,5.6,94.3,5.7,83.7,12.2,3.1,0,13.2,9.2,71.4,73.2,26.8,100,0,73.8,26.2
430,Brad Wanamaker,WAS,32,23,10,13,13.9,77.9,22.1,57.8,19.3,14.5,13.3,27.7,18.1,38.6,45.8,54.2,100,0,53.6,46.4
