RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
509,Lester Quinones,GSW,22,4,4,0,4.5,20,80,0,0,60,20,40,0,0,0,0,50,50,50,50
509,Mfiondu Kabengele,BOS,25,4,3,1,9.1,57.1,42.9,66.7,0,0,33.3,33.3,33.3,66.7,50,50,0,0,50,50
509,Michael Carter-Williams,ORL,31,4,1,3,11.1,78.6,21.4,58.8,0,17.6,0,23.6,11.8,58.8,0,100,100,0,16.7,83.3
509,Sterling Brown,LAL,28,4,2,2,6.1,50,50,0,0,0,0,100,0,0,0,0,0,0,0,0
509,Xavier Moon,LAC,28,4,2,2,4.9,66.7,33.3,57.1,28.6,42.9,0,0,0,28.6,0,100,100,0,33.3,66.7
509,Xavier Sneed,CHA,25,4,0,4,12.1,40,60,23.5,0,52.9,17.6,23.6,11.8,23.5,100,0,100,0,100,0
520,Braxton Key,DET,26,3,0,3,3,100,0,50,50,0,0,50,0,0,100,0,0,0,100,0
520,Dylan Windler,CLE,26,3,3,0,3.5,33.3,66.7,40,0,60,0,0,0,40,100,0,100,0,100,0
520,Gabe York,IND,29,3,1,2,18.6,14.3,85.7,16.7,0,75,20.8,8.3,33.3,16.7,50,50,100,0,87.5,12.5
520,Trevor Keels,NYK,19,3,3,0,2.7,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
520,Tyler Dorsey,DAL,27,3,2,1,2.8,60,40,66.7,66.7,33.3,55.6,0,22.2,0,66.7,33.3,100,0,75,25
525,Chima Moneke,SAC,27,2,1,1,4,100,0,100,0,0,100,0,0,100,100,0,0,0,100,0
525,Deonte Burton,SAC,29,2,1,1,3.2,50,50,0,0,0,0,100,0,0,0,0,0,0,0,0
525,Donovan Williams,ATL,21,2,1,1,2.1,60,40,100,0,0,100,0,0,100,50,50,0,0,50,50
525,Jay Scrubb,ORL,22,2,1,1,15.1,71.4,28.6,46.2,0,46.2,0,7.6,23.1,46.2,33.3,66.7,50,50,40,60
525,Jordan Schakel,WAS,25,2,0,2,3.1,50,50,0,0,100,0,0,0,0,0,0,100,0,100,0
525,Mac McClung,PHI,24,2,2,0,20.5,45,55,40,0,48,44,12,28,40,60,40,75,25,66.7,33.3
531,Alondes Williams,BKN,24,1,1,0,5.3,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
531,Chance Comanche,POR,27,1,0,1,20.8,100,0,85.7,57.1,0,0,14.3,28.6,28.6,66.7,33.3,0,0,66.7,33.3
531,Chris Silva,DAL,26,1,1,0,3,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
531,Frank Jackson,UTA,25,1,0,1,5.1,66.7,33.3,0,0,0,0,100,0,0,0,0,0,0,0,0
531,Jacob Gilyard,MEM,24,1,0,1,40.8,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
531,Louis King,PHI,24,1,1,0,28.8,38.5,61.5,40,20,60,10,0,10,20,50,50,75,25,62.5,37.5
531,Michael Foster Jr.,PHI,20,1,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
531,RaiQuan Gray,BKN,23,1,0,1,35.1,58.3,41.7,50,0,37.5,0,12.5,12.5,50,100,0,100,0,100,0
531,Stanley Umude,DET,24,1,0,1,2.1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
