RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
22,Ryan Arcidiacono,CHI,25,81,22,59,24.2,48.1,51.9,39,6.3,44.7,7.7,16.3,12.9,32.7,26.4,73.6,86.4,13.6,52.4,47.6
22,Terrence Ross,ORL,28,81,42,39,26.5,44.9,55.1,36.5,23.1,53.2,11.1,10.3,11.8,13.4,71.3,28.7,76.5,23.5,73.9,26.1
22,Thaddeus Young,IND,31,81,47,34,30.7,82.6,17.4,76.6,2.1,14.9,9.9,8.5,19.8,74.4,55.4,44.6,94.1,5.9,59.8,40.2
22,Trae Young,ATL,20,81,29,52,30.9,61.6,38.4,47.6,6.2,30.2,15.9,22.2,12.7,41.4,21.1,78.9,42.3,57.7,27.4,72.6
22,Willie Cauley-Stein,SAC,25,81,39,42,27.3,99.7,0.3,85.2,6.4,0.3,13.5,14.5,15.9,78.8,78.6,21.4,100,0,78.6,21.4
42,Damian Lillard,POR,28,80,51,29,35.5,58.1,41.9,43,12.7,34.4,10.2,22.6,13.4,30.3,19.4,80.6,46,54,28.6,71.4
42,Danny Green,TOR,32,80,56,24,27.7,31,69,23.1,6.3,72.4,21.8,4.5,15,16.8,62.1,37.9,91.4,8.6,81.9,18.1
42,Jae Crowder,UTA,28,80,48,32,27.1,34.5,65.5,30.5,5.7,54.6,14.5,14.9,14.7,24.8,86.9,13.1,94.2,5.8,90.9,9.1
42,Jarrett Allen,BKN,21,80,42,38,26.2,92.1,7.9,75.4,0.5,2.1,6.4,22.5,10.3,74.9,83,17,100,0,83.3,16.7
42,Jerami Grant,OKC,25,80,48,32,32.7,64.4,35.6,53.9,3.3,31.7,12.5,14.4,17.5,50.6,78.6,21.4,99.1,0.9,84.4,15.6
42,Kevon Looney,GSW,23,80,56,24,18.5,97.1,2.9,86.4,9.2,0.6,6.6,13,10.4,77.2,70.4,29.6,100,0,70.5,29.5
42,Langston Galloway,DET,27,80,41,39,21.8,35.3,64.7,27.7,10.1,60.3,10.3,12,14,17.6,83.9,16.1,98.5,1.5,92.5,7.5
42,Marcus Smart,BOS,25,80,48,32,27.5,39,61,31.9,4.2,53.4,11.7,14.7,16,27.7,43.4,56.6,92.1,7.9,69,31
42,Miles Bridges,CHA,21,80,38,42,21.2,60.9,39.1,57.6,2.7,32.7,10.9,9.7,15.9,54.9,77.3,22.7,95.4,4.6,82.3,17.7
42,Nikola Jokic,DEN,24,80,53,27,31.3,77.6,22.4,66.5,7.7,15.5,3.1,18,10,58.7,48,52,91.6,8.4,53.9,46.1
42,Nikola Vucevic,ORL,28,80,41,39,31.4,82.9,17.1,74.1,15.1,15.1,2.8,10.8,12.2,59,66.9,33.1,100,0,70.9,29.1
42,Pascal Siakam,TOR,25,80,57,23,31.8,77.4,22.6,65,3.1,17.5,22.3,17.5,18.5,61.9,49.3,50.7,97.5,2.5,56.6,43.4
42,Steven Adams,OKC,25,80,47,33,33.4,99.8,0.2,86.8,2.7,0,9.7,13.2,10.7,84.1,64.2,35.8,0,0,64.2,35.8
42,Tomas Satoransky,WAS,27,80,32,48,27,69.4,30.6,54.4,6.5,27.1,12,18.5,16.9,48,47.7,52.3,96.9,3.1,59.9,40.1
56,Andre Drummond,DET,25,79,40,39,33.5,96.4,3.6,81.2,1.3,1.1,7,17.7,18,79.9,57,43,80,20,57.2,42.8
56,Ben Simmons,PHI,22,79,50,29,34.2,99.4,0.6,80.8,2.1,0,19.7,19.2,14.2,78.7,43.5,56.5,0,0,43.5,56.5
56,Dennis Schroder,OKC,25,79,47,32,29.3,67,33,54.4,16.2,30.4,15.8,15.2,14.5,38.2,16.5,83.5,79.8,20.2,33.7,66.3
56,Jayson Tatum,BOS,21,79,48,31,31.1,70,30,56.3,16.3,28,16.5,15.7,19.1,40.1,49.7,50.3,85.3,14.7,58.6,41.4
56,Jeremy Lamb,CHA,27,79,38,41,28.5,66.3,33.7,52.3,11.8,28.6,12.3,19.1,18.3,40.6,44,56,83.5,16.5,54.5,45.5
56,Josh Jackson,PHX,22,79,19,60,25.2,73.2,26.8,60.2,11,24.1,15.7,15.7,15.6,49.2,47.8,52.2,89,11,56.5,43.5
56,Kelly Olynyk,MIA,28,79,39,40,22.9,43.4,56.6,37.6,3.8,43.1,6.7,19.3,14.5,33.8,69.6,30.4,98.2,1.8,82,18
56,Landry Shamet,LAC,22,79,51,28,22.8,28.9,71.1,20.2,4.7,69.4,14.7,10.4,15.5,15.5,74,26,94.6,5.4,88.3,11.7
56,Marc Gasol,TOR,34,79,39,40,30.8,68.6,31.4,54.3,17.2,27.7,5.2,18,13.9,37.2,71.5,28.5,99,1,78.5,21.5
56,Marco Belinelli,SAS,33,79,46,33,23,42.8,57.2,33.3,15.2,53.2,14.2,13.5,10,18.1,77.5,22.5,84.4,15.6,81.1,18.9
56,Mike Scott,PHI,30,79,44,35,17.7,40,60,29.2,7.8,66,15.7,4.8,10.2,21.4,62.7,37.3,98,2,83.9,16.1
56,Terry Rozier,BOS,25,79,47,32,22.7,49.4,50.6,39.3,6.5,50.4,22.7,10.3,15.7,32.8,36,64,73.9,26.1,53.5,46.5
68,Aaron Gordon,ORL,23,78,40,38,33.8,66.8,33.2,56,9.3,29.1,12,14.9,13.7,46.7,50.4,49.6,84.3,15.7,59.1,40.9
68,Eric Bledsoe,MIL,29,78,59,19,29.1,61.2,38.8,55.8,3.4,30,21.2,14.2,20.1,52.4,32.9,67.1,58.9,41.1,39.8,60.2
68,James Harden,HOU,29,78,51,27,36.8,46.1,53.9,33,2.4,40.2,8.5,26.8,14.9,30.6,10.5,89.5,16.1,83.9,13,87
68,Kevin Durant,GSW,30,78,54,24,34.6,71.9,28.1,57.6,25.1,20.3,17.6,22.1,13.9,32.6,47.1,52.9,56.9,43.1,49,51
68,Klay Thompson,GSW,29,78,55,23,34,57.3,42.7,49.3,24.2,43,16.4,7.7,13.2,25.1,74.6,25.4,91.7,8.3,80.9,19.1
68,Patrick Beverley,LAC,30,78,48,30,27.4,40.9,59.1,27.5,1,56.4,14.8,16.1,14.9,26.5,35.4,64.6,87.5,12.5,65.5,34.5
74,Alex Len,ATL,26,77,28,49,20.1,68.5,31.5,57.6,2.1,26,6.9,16.4,12.4,55.5,72,28,98.6,1.4,78.1,21.9
74,DeMar DeRozan,SAS,29,77,44,33,34.9,96.6,3.4,76.3,27.4,1.3,6.8,22.4,11.7,48.9,27.6,72.4,100,0,28.4,71.6
74,Donovan Mitchell,UTA,22,77,49,28,33.7,66.1,33.9,51.7,9.2,30.8,9.7,17.5,13.9,42.5,23.7,76.3,58,42,33.4,66.6
74,Doug McDermott,IND,27,77,43,34,17.4,51.2,48.8,43.6,8.9,44.7,12.8,11.7,11.3,34.8,91.9,8.1,100,0,95.2,4.8
74,Dwight Powell,DAL,27,77,31,46,21.6,73.9,26.1,61.6,0.2,14.4,6.7,24,10.9,61.3,84.1,15.9,100,0,86.2,13.8
74,Harrison Barnes,SAC,27,77,34,43,32.9,57.1,42.9,40.6,7.1,41.3,8.9,18.1,11.6,33.5,50.6,49.4,86.8,13.2,65.2,34.8
74,Jakob Poeltl,SAS,23,77,43,34,16.5,100,0,88.4,3.8,0,4,11.6,13,84.6,70.6,29.4,0,0,70.6,29.4
74,Jeff Green,WAS,32,77,29,48,27.2,53.4,46.6,45.5,9.5,35.2,10.6,19.3,14.4,35.9,61.4,38.6,97.3,2.7,73.6,26.4
74,Karl-Anthony Towns,MIN,23,77,34,43,33,73,27,57.3,7.9,22.7,2.9,20,15,49.5,58.4,41.6,93,7,65.6,34.4
74,Khris Middleton,MIL,27,77,56,21,31.1,58.7,41.3,46.5,15.4,38.2,12.1,15.3,11.9,31.1,32.7,67.3,60.3,39.7,42.5,57.5
74,Nemanja Bjelica,SAC,31,77,38,39,23.2,56.7,43.3,48.9,1.9,41.7,14.2,9.4,11.7,47,59.1,40.9,96.1,3.9,72.5,27.5
74,Nerlens Noel,OKC,25,77,48,29,13.7,100,0,85.7,7.9,0,5.3,14.3,15.6,77.8,72.8,27.2,0,0,72.8,27.2
74,Paul George,OKC,29,77,46,31,36.9,53.1,46.9,38.4,12,40.6,15.9,21,17.4,26.4,31.1,68.9,67.1,32.9,46,54
74,Zach Collins,POR,21,77,51,26,17.6,69.8,30.3,58.2,3.9,23.4,6.3,18.4,12.1,54.3,65.1,34.9,92.5,7.5,70.9,29.1
88,Austin Rivers,HOU,26,76,45,31,26.7,42.8,57.2,41.4,1.3,50.5,10.7,8.1,22.3,40.1,31.3,68.8,68.3,31.7,47.8,52.2
88,Cedi Osman,CLE,24,76,17,59,32.2,55.7,44.3,46.4,8.1,39.4,13.6,14.2,12.4,38.3,50,50,83.8,16.2,62.2,37.8
88,Darren Collison,IND,31,76,45,31,28.2,70.6,29.4,53.7,25.3,27.8,17.5,18.5,21,28.4,31.9,68.1,73.4,26.6,42.5,57.5
88,Davis Bertans,SAS,26,76,44,32,21.5,25.4,74.6,19.5,6.9,71.8,13.9,8.7,11.6,12.5,83.1,16.9,98.6,1.4,94.1,5.9
88,Derrick Favors,UTA,27,76,46,30,23.2,87.4,12.6,77.1,4.7,5.7,3.6,17.2,12.4,72.5,75.4,24.6,100,0,76.6,23.4
88,Gorgui Dieng,MIN,29,76,33,43,13.6,85.1,14.9,70.1,30.5,11.8,4.9,18.1,13,39.6,74.1,25.9,94.7,5.3,76.2,23.8
88,JJ Redick,PHI,35,76,49,27,31.3,41.1,58.9,30.9,19.5,52.5,11.1,16.6,11.6,11.4,83,17,95,5,89.4,10.6
88,Joe Harris,BKN,27,76,41,35,30.2,48.4,51.6,36.7,2.7,52.7,9.5,10.6,14.7,34,80.1,19.9,98.9,1.1,89.3,10.7
88,T.J. McConnell,PHI,27,76,46,30,19.3,90,10,85.3,29.8,8.7,13.7,6,12.2,55.5,40.3,59.7,100,0,44.1,55.9
88,Vince Carter,ATL,42,76,25,51,17.5,32.5,67.5,26,5.3,65.7,10,8.3,11.9,20.6,58.9,41.1,91.1,8.9,79.1,20.9
98,Blake Griffin,DET,30,75,39,36,35,61.1,38.9,46.7,2.9,30.8,5.5,22.5,13.2,43.8,34,66,56.1,43.9,40.7,59.3
98,Delon Wright,MEM,27,75,45,30,22.6,69.9,30.1,58.8,2.1,23,19.6,18.2,17.6,56.7,32.3,67.7,76,24,41.3,58.7
98,Garrett Temple,LAC,33,75,37,38,27.2,46.5,53.5,40.3,7.5,46.1,24.1,13.6,24.9,32.8,63.6,36.4,93.3,6.7,76.4,23.6
98,JaVale McGee,LAL,31,75,35,40,22.3,98.1,1.9,89,2.5,0.3,10.7,10.7,10,86.5,77.9,22.1,100,0,78,22
98,Jamal Murray,DEN,22,75,49,26,32.6,64.7,35.3,52.8,16.7,33.4,11.4,13.8,11.9,36.1,52.6,47.4,68.4,31.6,57.3,42.7
98,Jonathan Isaac,ORL,21,75,37,38,26.6,56.5,43.5,48.9,10,35.8,12.6,15.3,17.2,38.9,65.3,34.7,98.8,1.2,76.3,23.7
98,Kevin Huerter,ATL,20,75,27,48,27.3,46.3,53.7,38.2,3.3,56.1,15.7,5.7,18.4,34.9,50.4,49.6,77.2,22.8,63.6,36.4
98,Kevin Knox II,NYK,19,75,15,60,28.8,60.2,39.8,44.2,8.5,38.9,14.6,16.9,14.5,35.7,47.9,52.1,89.6,10.4,63.3,36.7
98,Lou Williams,LAC,32,75,47,28,26.6,74.4,25.6,50.6,15.2,21,12.6,28.4,10.3,35.4,22.4,77.6,58.1,41.9,30.2,69.8
98,Marcus Morris Sr.,BOS,29,75,44,31,27.9,53.9,46.1,44.2,14.7,41.9,9.3,13.9,15.6,29.4,52.8,47.2,93.8,6.2,68.7,31.3
98,Marvin Williams,CHA,33,75,35,40,28.4,41.4,58.6,35.7,3.7,55.6,9.7,8.7,15.7,32,76.3,23.7,99.3,0.7,88,12
98,Nicolas Batum,CHA,30,75,35,40,31.4,47,53,39.2,9.2,49.8,8,11,14.7,30,54,46,82.8,17.2,67.2,32.8
98,Torrey Craig,DEN,28,75,50,25,20,48.1,51.9,46,2.8,42.6,21.6,11.4,19.8,43.3,69.7,30.3,93.4,6.6,78.8,21.3
98,Wayne Selden,CHI,24,75,27,48,19.2,64,36,54.9,14.8,32.1,13.8,13,16.9,40.1,48.9,51.1,87.3,12.7,59.7,40.3
112,Bruce Brown,DET,22,74,35,39,19.6,70.4,29.6,63.3,1.3,22.6,15,14.1,20.7,62.1,61.4,38.6,95.8,4.2,68,32
112,Domantas Sabonis,IND,23,74,43,31,24.8,97.6,2.4,77.5,9.4,2.6,4.7,19.9,15.1,68.1,65.6,34.4,100,0,66.3,33.7
112,Jaylen Brown,BOS,22,74,41,33,25.9,65.2,34.8,56.6,8.1,29.6,22.9,13.8,20,48.5,57.1,42.9,96.8,3.2,67.4,32.6
112,Jeremy Lin,TOR,30,74,31,43,19.4,65.4,34.6,51.8,9.6,23.3,17.3,24.9,17.4,42.1,29,71,74.5,25.5,39.5,60.5
112,Josh Okogie,MIN,20,74,32,42,23.7,57.7,42.3,47.7,8.4,31.6,20.9,20.7,21.1,39.3,65.4,34.6,95,5,74.5,25.5
112,Myles Turner,IND,23,74,43,31,28.6,74.9,25.1,61.8,20.5,23.2,6,15,16.6,41.3,78,22,97.4,2.6,81.8,18.2
112,Quinn Cook,GSW,26,74,49,25,14.3,54.4,45.6,48.3,21.6,47.7,18.5,4,12.4,26.7,40.7,59.3,81.5,18.5,56.9,43.1
112,Robin Lopez,CHI,31,74,20,54,21.7,94.2,5.8,84.4,4.5,3,0.9,12.6,7.7,79.8,56.9,43.1,100,0,57.9,42.1
112,Serge Ibaka,TOR,29,74,53,21,27.2,80.7,19.3,74.6,19.4,13.2,7.6,12.2,11.9,55.2,78.8,21.2,98,2,80.8,19.2
112,Seth Curry,POR,28,74,49,25,18.9,46,54,34.1,16.2,58.3,11.4,7.6,16.2,17.9,45.5,54.5,83.2,16.8,65.6,34.4
112,Terrance Ferguson,OKC,21,74,44,30,26.1,32.7,67.3,30.8,3.5,62,22,7.2,18.5,27.3,87.3,12.7,100,0,94.6,5.4
112,Tony Snell,MIL,27,74,55,19,17.6,43.5,56.5,36.9,3.6,54.7,17.1,8.4,16,33.3,73.2,26.8,93.8,6.2,83.4,16.6
124,Andrew Wiggins,MIN,24,73,31,42,34.8,71.2,28.8,57.5,16.7,26.8,10.4,15.7,13,40.9,45,55,81.4,18.6,53.6,46.4
124,Damyean Dotson,NYK,25,73,12,61,27.4,51,49,42.1,20.8,48.5,12.8,9.4,14.1,21.3,56.7,43.3,88.1,11.9,70.3,29.7
124,Evan Turner,POR,30,73,47,26,22,88.3,11.7,78.1,23.5,6.7,6.5,15.2,8.5,54.7,30.6,69.4,100,0,34.3,65.7
124,Gerald Green,HOU,33,73,47,26,20.2,23.7,76.3,22.2,3.9,69.3,10.1,8.5,14.8,18.4,68,32,91,9,83.5,16.5
124,Jalen Brunson,DAL,22,73,27,46,21.8,68,32,59.3,10.6,27.9,13.9,12.8,10.9,48.7,33.8,66.2,76.2,23.8,43.9,56.1
124,Jonas Jerebko,GSW,32,73,52,21,16.7,47,53,41,8.7,45.1,17.2,13.9,17.6,32.2,76.6,23.4,100,0,86.5,13.5
124,Josh Richardson,MIA,25,73,35,38,34.8,55.2,44.8,42.8,13.1,40.7,9.9,16.5,15.4,29.8,43.6,56.4,87.8,12.2,60.8,39.2
124,Julius Randle,NOP,24,73,31,42,30.6,82.1,17.9,64.4,2.9,12.8,10.7,22.8,14.4,61.5,49,51,91,9,53.9,46.1
124,Malik Monk,CHA,21,73,34,39,17.2,43.7,56.3,36.1,8.3,50.1,16.5,13.8,16.1,27.9,43.2,56.8,89.9,10.1,65.6,34.4
124,Russell Westbrook,OKC,30,73,44,29,36,72.1,27.9,61,13.5,21.3,22.5,17.7,19.7,47.5,17,83,61.3,38.7,25.4,74.6
124,Shaquille Harrison,CHI,25,73,20,53,19.6,79.1,20.9,67.5,0.8,15.2,19.8,17.3,22.6,66.7,38.8,61.3,87.5,12.5,45.1,54.9
135,Alfonzo McKinnie,GSW,26,72,53,19,13.9,57.1,42.9,54.6,3.6,37.4,19.3,8,12.8,51,71.7,28.3,100,0,80.6,19.4
135,Dwyane Wade,MIA,37,72,35,37,26.2,72.8,27.2,60.9,14,23.8,9.4,15.3,13.8,46.9,33.3,66.7,54.7,45.3,37.7,62.3
135,Giannis Antetokounmpo,MIL,24,72,56,16,32.8,83.7,16.3,67.1,4,7.8,16.9,25.1,14.1,63.1,47.2,52.8,67.3,32.7,48.7,51.3
135,Gordon Hayward,BOS,29,72,44,28,25.9,63.6,36.4,53.1,14.5,28,17.1,18.9,17.9,38.5,60.7,39.3,87,13,67.6,32.4
135,Hassan Whiteside,MIA,30,72,33,39,23.3,97.6,2.4,87,4.1,0.7,4.4,12.3,13.4,83,61.4,38.6,100,0,61.6,38.4
135,Jusuf Nurkic,POR,24,72,45,27,27.4,96.5,3.5,74.1,8,0.8,3.9,25.1,12.1,66.1,65.7,34.3,100,0,66,34
135,Luka Doncic,DAL,20,72,28,44,32.2,56.7,43.3,44.3,6.7,33,13.8,22.7,14.1,37.6,19.5,80.5,42.3,57.7,27.1,72.9
135,Rodney Hood,POR,26,72,29,43,26.3,64.8,35.2,51.7,21.4,31.3,8.9,17,13,30.3,40.4,59.6,71.4,28.6,49.3,50.7
135,Thomas Bryant,WAS,21,72,29,43,20.8,80.3,19.7,72.8,8.2,13.1,6.9,14.1,11.5,64.6,78.3,21.7,97,3,80.3,19.7
144,Deandre Ayton,PHX,20,71,17,54,30.7,99.5,0.5,87.8,15.7,0,5.4,12.2,13.9,72.1,71.1,28.9,0,0,71.1,28.9
144,Jake Layman,POR,25,71,46,25,18.7,57.3,42.7,58,5.9,32.7,12,9.3,14.8,52.1,75.2,24.8,91.5,8.5,79.6,20.4
144,Maxi Kleber,DAL,27,71,30,41,21.2,43.5,56.5,40.4,4.9,47.6,9.9,12,17.7,35.5,72.4,27.6,100,0,84.6,15.4
144,Yogi Ferrell,SAC,26,71,33,38,15,57.7,42.3,47.1,15.7,38.6,22.6,14.3,16.9,31.4,26.3,73.7,64.8,35.2,39.9,60.1
148,Bogdan Bogdanovic,SAC,26,70,32,38,27.8,56.9,43.1,45.9,12.1,40.6,12.1,13.5,13.7,33.7,38.3,61.7,79.1,20.9,53.5,46.5
148,CJ McCollum,POR,27,70,43,27,33.9,64.2,35.8,55,21.8,34.1,12.9,10.9,12,33.2,35.6,64.4,73.1,26.9,46.6,53.4
148,Juancho Hernangomez,DEN,23,70,44,26,19.4,42.4,57.6,35.3,2.5,48.5,11.3,16.2,12.7,32.8,72.2,27.8,98.5,1.5,84.8,15.2
148,Kyle Korver,UTA,38,70,39,31,19.1,28,72,21,13.7,69,8.5,10,12,7.3,92.1,7.9,99.3,0.7,97,3
148,Kyle Kuzma,LAL,23,70,33,37,33.1,61.2,38.8,56.3,6,29.4,18.4,14.3,13.7,50.3,61.4,38.6,92.2,7.8,69.4,30.6
148,Mike Conley,MEM,31,70,30,40,33.5,62,38,45.3,11.8,31.5,8.9,23.2,16.2,33.6,30.4,69.6,59.4,40.6,39.6,60.4
148,Paul Millsap,DEN,34,70,49,21,27.1,76.1,23.9,59.8,7.7,19.7,7.6,20.5,14.6,52.1,56.4,43.6,100,0,64.3,35.7
148,Richaun Holmes,PHX,25,70,16,54,16.9,100,0,77.6,0.7,0,7,22.4,17,76.9,77,23,0,0,77,23
148,Taj Gibson,MIN,34,70,32,38,24.1,93.7,6.3,77.8,7.7,4.4,9.3,17.8,17.5,70.1,66.9,33.1,100,0,68.1,31.9
157,Darius Miller,NOP,29,69,31,38,25.5,24.8,75.2,19.8,11.6,70.4,10.6,9.8,12.9,8.1,62.5,37.5,93.2,6.8,84.1,15.9
157,DeAndre Jordan,NYK,30,69,25,44,29.7,100,0,75.5,0.3,0,8,24.5,11.9,75.2,71.3,28.7,0,0,71.3,28.7
157,Kelly Oubre Jr.,PHX,23,69,21,48,28,59.9,40.1,51,5,30.9,18.6,18.1,19.1,46,55.8,44.2,87,13,64.8,35.2
157,Rudy Gay,SAS,32,69,42,27,26.7,75.3,24.7,63.8,23,23.5,7,12.7,15.3,40.8,39.4,60.6,89.2,10.8,49.2,50.8
157,Stephen Curry,GSW,31,69,52,17,33.8,39.6,60.4,29.6,9,56.5,16.9,13.9,14.1,20.5,46.4,53.6,68.9,31.1,59,41
157,Trevor Ariza,WAS,33,69,22,47,34,41,59,34.5,3.7,50.4,18.2,15.1,19.9,30.8,61.7,38.3,91.7,8.3,76.5,23.5
157,Tyreke Evans,IND,29,69,41,28,20.3,67.3,32.7,51,8.8,32.7,22.9,16.3,19.8,42.2,30,70,68.8,31.2,41.6,58.4
157,Wesley Matthews,IND,32,69,27,42,30.3,42.3,57.7,30.7,8.3,53.6,8.6,15.7,11.5,22.4,55.8,44.2,92,8,75.3,24.7
165,Al Horford,BOS,33,68,41,27,29,71.9,28.1,67.9,20.1,23.7,5,8.4,11.5,47.8,75.2,24.8,100,0,79.8,20.2
165,Andre Iguodala,GSW,35,68,47,21,23.2,52.3,47.7,53,4.1,37,21.6,10,20.6,48.8,75.7,24.3,95.8,4.2,82.1,17.9
